chain_id,game_id,season_id,entry_event_key,shot_event_key,entry_event_index,shot_event_index,events_to_shot,entry_type,shot_result,is_goal,team_id,team_name,home_team_id,away_team_id,home_team_name,away_team_name,event_types_chain,event_details_chain,entry_player_id,entry_player_name,shot_player_id,shot_player_name,players_touched_count,sequence_key,play_key,zone_id,zone_entry_type_id,shot_result_detail_id,time_bucket_id,strength_id,shot_type_id
CH1898101870,18981,N20252026F,EV1898101870,EV1898101874,1870,1874,4,ZoneEntry-DumpIn,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Turnover > Pass > Shot,Zone_Entry > Turnover_Giveaway > Turnover_Giveaway > Pass_Completed > Shot_OnNetSaved,P100078,Kyle Popovich,P100164,Zachary Coleman,4,SQ1898100060,PL1898106004,ZN01,ZE0003,ED0040,TB05,STR0001,ST0013
CH1898101890,18981,N20252026F,EV1898101890,EV1898101891,1890,1891,1,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Blocked,P100105,Ronnie Pinnell,P100105,Ronnie Pinnell,1,SQ1898100062,PL1898106202,ZN01,ZE0010,ED0033,TB01,STR0001,ST0014
CH1898101925,18981,N20252026F,EV1898101925,EV1898101926,1925,1926,1,ZoneEntry-Rush,Shot_Missed,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100079,Joe Lopez,P100079,Joe Lopez,1,SQ1898100062,PL1898106219,ZN01,ZE0010,ED0038,TB01,STR0001,ST0014
CH1898101930,18981,N20252026F,EV1898101930,EV1898101934,1930,1934,4,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Pass > Possession > Play > Shot,Zone_Entry > Pass_Completed > Play_Offensive > Shot_OnNetSaved,P100001,Sam Downs,P100159,Josh Cronk,2,SQ1898100062,PL1898106221,ZN01,ZE0010,ED0040,TB01,STR0001,ST0006
CH1898101948,18981,N20252026F,EV1898101948,EV1898101952,1948,1952,4,ZoneEntry-Rush,Shot_Blocked,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Possession > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_Blocked,P100078,Kyle Popovich,P100061,Eric Larson,2,SQ1898100064,PL1898106402,ZN01,ZE0010,ED0033,TB02,STR0001,ST0014
CH1898101982,18981,N20252026F,EV1898101982,EV1898101988,1982,1988,6,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Possession > Turnover > Zone_Entry_Exit > Possession > Shot,Zone_Entry > Turnover_Takeaway > Turnover_Giveaway > Zone_Keepin > Shot_Blocked,P100201,Garrett Ashcroft,P100105,Ronnie Pinnell,3,SQ1898100064,PL1898106414,ZN01,ZE0010,ED0033,TB02,STR0001,ST0014
CH1898102004,18981,N20252026F,EV1898102004,EV1898102005,2004,2005,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100078,Kyle Popovich,P100078,Kyle Popovich,1,SQ1898100064,PL1898106423,ZN01,ZE0010,ED0040,TB02,STR0001,ST0014
CH1898102027,18981,N20252026F,EV1898102027,EV1898102033,2027,2033,6,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Play > Pass > Pass > Possession > Pass > Shot,Zone_Entry > Play_Defensive > Pass_Missed > Pass_Completed > Pass_Completed > Shot_OnNetSaved,P100161,Galen Wood,P100224,Kaitlyn Shain,4,SQ1898100068,PL1898106804,ZN01,ZE0010,ED0040,TB02,STR0001,ST0012
CH1898102050,18981,N20252026F,EV1898102050,EV1898102057,2050,2057,7,ZoneEntry-CausedTurnover,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Pass > Zone_Entry_Exit > Zone_Entry_Exit > Possession > Play > Shot,Zone_Entry > Turnover_Takeaway > Pass_Completed > Zone_Exit > Zone_Entry > Breakaway > Play_Offensive > Shot_OnNetSaved,P100161,Galen Wood,P100164,Zachary Coleman,4,SQ1898100070,PL1898107010,ZN01,ZE0001,ED0040,TB02,STR0001,ST0009
CH1898102054,18981,N20252026F,EV1898102054,EV1898102057,2054,2057,3,ZoneEntry-FromExitClear,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Possession > Play > Shot,Zone_Entry > Breakaway > Play_Offensive > Shot_OnNetSaved,P100066,Brock Lofgren,P100164,Zachary Coleman,2,SQ1898100070,PL1898107013,ZN01,ZE0005,ED0040,TB02,STR0001,ST0009
CH1898102067,18981,N20252026F,EV1898102067,EV1898102068,2067,2068,1,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Blocked,P100132,Nick Ciampoli,P100132,Nick Ciampoli,1,SQ1898100070,PL1898107016,ZN01,ZE0010,ED0033,TB02,STR0001,ST0014
CH1898102095,18981,N20252026F,EV1898102095,EV1898102099,2095,2099,4,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Play > Possession > Pass > Shot,Zone_Entry > Play_Defensive > Pass_Completed > Shot_OnNetSaved,P100079,Joe Lopez,P100071,Andy Alm,3,SQ1898100076,PL1898107603,ZN01,ZE0010,ED0040,TB03,STR0001,ST0014
CH1898102104,18981,N20252026F,EV1898102104,EV1898102105,2104,2105,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100108,Robert Mayfield,P100108,Robert Mayfield,1,SQ1898100076,PL1898107605,ZN01,ZE0010,ED0040,TB03,STR0001,ST0014
CH1898102127,18981,N20252026F,EV1898102127,EV1898102133,2127,2133,6,ZoneEntry-Rush,Shot_OnNetSaved,False,,,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Possession > Play > Turnover > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Takeaway > Play_Defensive > Turnover_Giveaway > Zone_Keepin > Shot_OnNetSaved,,,P100105,Ronnie Pinnell,2,SQ1898100078,PL1898107805,ZN01,ZE0010,ED0040,TB03,STR0001,ST0014
CH1898102159,18981,N20252026F,EV1898102159,EV1898102169,2159,2169,10,ZoneEntry-DumpIn,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Possession > Stoppage > DeadIce > Faceoff > Possession > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > Turnover_Giveaway > Stoppage_Play > Faceoff_AfterStoppage > Zone_Exit > Zone_Entry > Shot_OnNetSaved,P100070,Hayden Perea,P100119,Eric Elliott,4,SQ1898100078,PL1898107822,ZN01,ZE0003,ED0040,TB03,STR0001,ST0009
CH1898102168,18981,N20252026F,EV1898102168,EV1898102169,2168,2169,1,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,P100119,Eric Elliott,P100119,Eric Elliott,1,SQ1898100080,PL1898108002,ZN01,ZE0010,ED0040,TB03,STR0001,ST0009
CH1898102182,18981,N20252026F,EV1898102182,EV1898102187,2182,2187,5,ZoneEntry-Rush,Shot_OnNetSaved,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Play > Possession > Pass > Possession > Shot,Zone_Entry > Play_Offensive > Pass_Completed > Shot_OnNetSaved,P100079,Joe Lopez,P100119,Eric Elliott,2,SQ1898100082,PL1898108203,ZN01,ZE0010,ED0040,TB04,STR0001,ST0014
CH1898102207,18981,N20252026F,EV1898102207,EV1898102215,2207,2215,8,ZoneEntry-Rush,Shot_Missed,False,N10004,Nelson,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Turnover > Zone_Entry_Exit > Penalty_Delayed > Possession > Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Turnover_Takeaway > Zone_Exit > Zone_Entry > Pass_Completed > Shot_Missed,P100079,Joe Lopez,P100224,Kaitlyn Shain,4,SQ1898100084,PL1898108409,ZN01,ZE0010,ED0038,TB04,STR0001,ST0014
CH1898102212,18981,N20252026F,EV1898102212,EV1898102215,2212,2215,3,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_Missed,P100161,Galen Wood,P100224,Kaitlyn Shain,2,SQ1898100084,PL1898108412,ZN01,ZE0010,ED0038,TB04,STR0001,ST0014
CH1898102252,18981,N20252026F,EV1898102252,EV1898102255,2252,2255,3,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Pass_Completed > Shot_OnNetSaved,P100159,Josh Cronk,P100159,Josh Cronk,2,SQ1898100089,PL1898108901,ZN01,ZE0010,ED0040,TB05,STR0004,ST0014
CH1898102263,18981,N20252026F,EV1898102263,EV1898102265,2263,2265,2,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10004,N10010,Nelson,Velodrome,Zone_Entry_Exit > Play > Shot,Zone_Entry > Play_Defensive > Shot_Blocked,P100001,Sam Downs,P100039,Nicole Downs,3,SQ1898100089,PL1898108903,ZN01,ZE0010,ED0033,TB05,STR0004,ST0014
CH1898701041,18987,N20252026F,EV1898701041,EV1898701046,1041,1046,5,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Shot,Zone_Entry > PuckRetrieval > Shot_Missed,P100032,Trevor Chavez,P100128,Brody Keene,2,SQ1898700001,PL1898700107,ZN01,ZE0010,ED0038,TB01,STR0001,
CH1898701103,18987,N20252026F,EV1898701103,EV1898701104,1103,1104,1,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Blocked,P100214,Ryan Kiehl,P100214,Ryan Kiehl,1,SQ1898700002,PL1898700201,ZN01,ZE0010,ED0033,TB01,STR0001,
CH1898701144,18987,N20252026F,EV1898701144,EV1898701151,1144,1151,7,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Possession > Turnover > Possession > Shot,Zone_Entry > Pass_Missed > PuckRetrieval > Turnover_Giveaway > Shot_Missed,P100099,Colby Rasplicka,P100032,Trevor Chavez,3,SQ1898700002,PL1898700202,ZN01,ZE0010,ED0038,TB02,STR0001,
CH1898701230,18987,N20252026F,EV1898701230,EV1898701238,1230,1238,8,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Zone_Entry_Exit > Possession > Pass > Possession > Shot,Zone_Entry > Pass_Missed > Zone_Exit > PuckRecovery > Pass_Completed > Regroup > Shot_Blocked,P100031,Christopher Mihlon,P100185,Samson Leifer,4,SQ1898700002,PL1898700221,ZN01,ZE0010,ED0033,TB02,STR0001,
CH1898701254,18987,N20252026F,EV1898701254,EV1898701260,1254,1260,6,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Possession > Shot,Zone_Entry > Pass_Deflected > PuckRecovery > Shot_Blocked,P100031,Christopher Mihlon,P100031,Christopher Mihlon,2,SQ1898700002,PL1898700227,ZN01,ZE0010,ED0033,TB02,STR0001,
CH1898701316,18987,N20252026F,EV1898701316,EV1898701317,1316,1317,1,ZoneEntry-Rush,Shot_Missed,False,N10007,Outlaws,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,P100224,Kaitlyn Shain,P100224,Kaitlyn Shain,1,SQ1898700003,PL1898700303,ZN01,ZE0010,ED0038,TB03,STR0001,
CH1898701590,18987,N20252026F,EV1898701590,EV1898701599,1590,1599,9,ZoneEntry-Rush,Shot_Missed,False,N10007,Outlaws,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Faceoff > Zone_Entry_Exit > Zone_Entry_Exit > Possession > Shot,Zone_Entry > Faceoff_AfterStoppage > Zone_Exit > Zone_Entry > PuckRecovery > Shot_Missed,P100201,Garrett Ashcroft,P100031,Christopher Mihlon,4,SQ1898700009,PL1898700905,nan,ZE0010,ED0038,TB05,STR0001,
CH1898701597,18987,N20252026F,EV1898701597,EV1898701599,1597,1599,2,ZoneEntry-FromExitClear,Shot_Missed,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Shot,Zone_Entry > PuckRecovery > Shot_Missed,P100032,Trevor Chavez,P100031,Christopher Mihlon,2,SQ1898700010,PL1898701002,nan,ZE0005,ED0038,TB05,STR0001,
CH1898701651,18987,N20252026F,EV1898701651,EV1898701658,1651,1658,7,ZoneEntry-RushBreakaway,Shot_Blocked,False,N10007,Outlaws,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Pass > Pass > Pass > Possession > Shot,Zone_Entry > PuckRecovery > Pass_Completed > Pass_Completed > Pass_Completed > Shot_Blocked,P100001,Sam Downs,P100001,Sam Downs,3,SQ1898700014,PL1898701402,nan,ZE0009,ED0033,TB01,STR0001,
CH1898701848,18987,N20252026F,EV1898701848,EV1898701853,1848,1853,5,ZoneEntry-Rush,Shot_OnNetSaved,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Play > Possession > Pass > Shot,Zone_Entry > Play_Defensive > Regroup > Pass_Completed > Shot_OnNetSaved,P100004,Cesar Shinall,P100004,Cesar Shinall,3,SQ1898700019,PL1898701911,nan,ZE0010,ED0040,TB03,STR0001,
CH1898701889,18987,N20252026F,EV1898701889,EV1898701898,1889,1898,9,ZoneEntry-Rush,Shot_Blocked,False,N10007,Outlaws,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Zone_Entry_Exit > Play > Possession > Possession > Shot,Zone_Entry > Zone_Entry > Play_Defensive > PuckRecovery > PuckRetrieval > Shot_Blocked,P100105,Ronnie Pinnell,P100224,Kaitlyn Shain,4,SQ1898700020,PL1898702002,nan,ZE0010,ED0033,TB03,STR0001,
CH1898701891,18987,N20252026F,EV1898701891,EV1898701898,1891,1898,7,ZoneEntry-Rush,Shot_Blocked,False,N10007,Outlaws,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Play > Possession > Possession > Shot,Zone_Entry > Play_Defensive > PuckRecovery > PuckRetrieval > Shot_Blocked,P100105,Ronnie Pinnell,P100224,Kaitlyn Shain,4,SQ1898700020,PL1898702003,nan,ZE0010,ED0033,TB03,STR0001,
CH1898701916,18987,N20252026F,EV1898701916,EV1898701917,1916,1917,1,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Blocked,P100170,Kennen Newsham,P100170,Kennen Newsham,1,SQ1898700020,PL1898702006,nan,ZE0010,ED0033,TB03,STR0001,
CH1898701952,18987,N20252026F,EV1898701952,EV1898701960,1952,1960,8,ZoneEntry-Rush,Shot_Missed,False,N10007,Outlaws,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Turnover > Pass > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Pass > Shot,Zone_Entry > Turnover_Takeaway > Pass_Completed > Zone_Exit > Zone_Entry > Pass_Completed > Shot_Missed,P100201,Garrett Ashcroft,P100033,Taylor Rogalsky,4,SQ1898700020,PL1898702010,nan,ZE0010,ED0038,TB03,STR0001,
CH1898701958,18987,N20252026F,EV1898701958,EV1898701960,1958,1960,2,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Shot_Missed,P100128,Brody Keene,P100033,Taylor Rogalsky,2,SQ1898700020,PL1898702013,nan,ZE0010,ED0038,TB03,STR0001,
CH1898702073,18987,N20252026F,EV1898702073,EV1898702077,2073,2077,4,ZoneEntry-Rush,Shot_Blocked,False,N10007,Outlaws,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Play > Possession > Pass > Shot,Zone_Entry > Play_Defensive > PuckRecovery > Pass_Completed > Shot_Blocked,P100001,Sam Downs,P100108,Robert Mayfield,3,SQ1898700022,PL1898702208,nan,ZE0010,ED0033,TB05,STR0001,
CH1898702127,18987,N20252026F,EV1898702127,EV1898702133,2127,2133,6,ZoneEntry-PassMiss/Misplay,Shot_BlockedSameTeam,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Pass > Possession > Pass > Possession > Shot,Zone_Entry > PuckRecovery > Pass_Completed > Pass_Missed > PuckRecovery > Shot_BlockedSameTeam,P100185,Samson Leifer,P100034,Colin Brewster,3,SQ1898700023,PL1898702301,nan,ZE0008,ED0034,TB01,STR0001,
CH1898702178,18987,N20252026F,EV1898702178,EV1898702187,2178,2187,9,ZoneEntry-Rush,Shot_Missed,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Faceoff > Zone_Entry_Exit > Possession > Zone_Entry_Exit > Possession > Shot,Zone_Entry > Faceoff_AfterStoppage > Zone_Exit > Zone_Entry > Shot_Missed,P100185,Samson Leifer,P100001,Sam Downs,2,SQ1898700023,PL1898702315,nan,ZE0010,ED0038,TB01,STR0001,
CH1898702185,18987,N20252026F,EV1898702185,EV1898702187,2185,2187,2,ZoneEntry-Rush,Shot_Missed,False,N10007,Outlaws,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Shot,Zone_Entry > Shot_Missed,P100001,Sam Downs,P100001,Sam Downs,1,SQ1898700024,PL1898702402,nan,ZE0010,ED0038,TB01,STR0001,
CH1898702272,18987,N20252026F,EV1898702272,EV1898702274,2272,2274,2,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Shot_Blocked,P100185,Samson Leifer,P100080,Steve Klyn,2,SQ1898700026,PL1898702603,nan,ZE0010,ED0033,TB02,STR0001,
CH1898702404,18987,N20252026F,EV1898702404,EV1898702406,2404,2406,2,ZoneEntry-Rush,Shot_Blocked,False,N10010,Velodrome,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Shot,Zone_Entry > Shot_Blocked,P100185,Samson Leifer,P100185,Samson Leifer,1,SQ1898700031,PL1898703104,nan,ZE0010,ED0033,TB03,STR0004,
CH1898709007,18987,N20252026F,EV1898709007,EV1898709010,9007,9010,3,,Shot_OnNetSaved,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Zone_Entry_Exit > Shot,Zone_Entry > Pass_Deflected > Zone_Exit > Shot_OnNetSaved,,,,,0,SQ1898700038,PL1898703815,ZN01,,ED0040,,,
CH1898709015,18987,N20252026F,EV1898709015,EV1898709018,9015,9018,3,,Shot_OnNetSaved,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Zone_Entry_Exit > Shot,Zone_Entry > Pass_Missed > Zone_Keepin > Shot_OnNetSaved,,,,,0,SQ1898700038,PL1898703825,ZN01,,ED0040,,,
CH1898709021,18987,N20252026F,EV1898709021,EV1898709022,9021,9022,1,,Shot_OnNetSaved,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_OnNetSaved,,,,,0,SQ1898700038,PL1898703830,ZN01,,ED0040,,,
CH1898709051,18987,N20252026F,EV1898709051,EV1898709052,9051,9052,1,,Shot_TippedOnNetSaved,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_TippedOnNetSaved,,,,,0,SQ1898700039,PL1898703930,ZN01,,ED0040,,,
CH1898709071,18987,N20252026F,EV1898709071,EV1898709076,9071,9076,5,,Shot_OnNetSaved,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Pass > Pass > Penalty > Shot,Zone_Entry > Pass_Missed > Pass_Completed > Pass_Intercepted > Penalty_Minor > Shot_OnNetSaved,,,,,0,SQ1898700043,PL1898704318,ZN01,,ED0040,,,
CH1898709122,18987,N20252026F,EV1898709122,EV1898709125,9122,9125,3,,Shot_Missed,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Pass > Shot,Zone_Entry > Pass_Completed > Pass_Completed > Shot_Missed,,,,,0,SQ1898700062,PL1898706207,nan,,ED0038,,,
CH1898709151,18987,N20252026F,EV1898709151,EV1898709153,9151,9153,2,,Shot_OnNetSaved,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Shot,Zone_Entryfailed > PuckRetrieval > Shot_OnNetSaved,,,,,0,SQ1898700070,PL1898707004,nan,,ED0040,,,
CH1898709166,18987,N20252026F,EV1898709166,EV1898709167,9166,9167,1,,Shot_Blocked,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Shot,Zone_Entryfailed > Shot_Blocked,,,,,0,SQ1898700074,PL1898707403,nan,,ED0033,,,
CH1898709181,18987,N20252026F,EV1898709181,EV1898709183,9181,9183,2,,Shot_Blocked,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Shot_Blocked,,,,,0,SQ1898700074,PL1898707426,nan,,ED0033,,,
CH1898709184,18987,N20252026F,EV1898709184,EV1898709186,9184,9186,2,,Shot_Blocked,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Pass > Shot,Zone_Entry > Pass_Completed > Shot_Blocked,,,,,0,SQ1898700074,PL1898707430,nan,,ED0033,,,
CH1898709232,18987,N20252026F,EV1898709232,EV1898709234,9232,9234,2,,Shot_OnNetSaved,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Zone_Entry_Exit > Shot,Zone_Entry > Zone_Keepin > Shot_OnNetSaved,,,,,0,SQ1898700104,PL1898710408,nan,,ED0040,,,
CH1898709236,18987,N20252026F,EV1898709236,EV1898709239,9236,9239,3,,Shot_Missed,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Possession > Zone_Entry_Exit > Shot,Zone_Entry > PuckRetrieval > Zone_Entry > Shot_Missed,,,,,0,SQ1898700104,PL1898710412,nan,,ED0038,,,
CH1898709238,18987,N20252026F,EV1898709238,EV1898709239,9238,9239,1,,Shot_Missed,False,,,N10007,N10010,Outlaws,Velodrome,Zone_Entry_Exit > Shot,Zone_Entry > Shot_Missed,,,,,0,SQ1898700104,PL1898710416,nan,,ED0038,,,
