play_key,play_id,game_id,season_id,period,period_id,sequence_key,first_event_key,last_event_key,event_count,start_min,start_sec,duration_seconds,video_time_start,video_time_end,time_bucket_id,strength_id,home_team,home_team_id,away_team,away_team_id,start_zone,end_zone,start_zone_id,end_zone_id,event_types,has_goal,goal_count,has_shot,shot_count,zone_entry_count,zone_exit_count,pass_count,pass_success_count,turnover_count,giveaway_count,takeaway_count,unique_player_count,player_ids
PL1896912109,PL1896912109,18969,N20252026F,3,P03,SQ1896900121,EV1896902347,EV1896902349,3,7.0,56.0,0.0,2900.0,2900.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,d,d,ZN02,ZN02,"Pass,Zone_Entry_Exit,Turnover",False,0,False,0,0,1,1,0,1,1,0,2,"P100002,P100039"
PL1896912111,PL1896912111,18969,N20252026F,3,P03,SQ1896900121,EV1896902351,EV1896902352,2,7.0,49.0,0.0,2907.0,2907.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,n,n,ZN03,ZN03,"Zone_Entry_Exit,Turnover",False,0,False,0,1,0,0,0,1,1,0,1,P100022
PL1896912112,PL1896912112,18969,N20252026F,3,P03,SQ1896900121,EV1896902358,EV1896902359,2,7.0,36.0,0.0,2920.0,2920.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,d,d,ZN02,ZN02,"Pass,Zone_Entry_Exit",False,0,False,0,0,1,1,1,0,0,0,2,"P100070,P100224"
PL1896912113,PL1896912113,18969,N20252026F,3,P03,SQ1896900121,EV1896902361,EV1896902362,2,7.0,33.0,0.0,2923.0,2923.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,n,n,ZN03,ZN03,"Pass,Turnover",False,0,False,0,0,0,1,0,1,0,0,2,"P100002,P100224"
PL1896912114,PL1896912114,18969,N20252026F,3,P03,SQ1896900121,EV1896902364,EV1896902365,2,7.0,31.0,0.0,2925.0,2925.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,n,n,ZN03,ZN03,"Zone_Entry_Exit,Turnover",False,0,False,0,1,0,0,0,1,1,0,1,P100117
PL1896912115,PL1896912115,18969,N20252026F,3,P03,SQ1896900121,EV1896902370,EV1896902371,2,7.0,20.0,0.0,2936.0,2936.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,o,o,ZN01,ZN01,"Pass,Turnover",False,0,False,0,0,0,1,0,1,1,0,2,"P100117,P100222"
PL1896904805,PL1896904805,18969,N20252026F,3,P03,SQ1896900048,EV1896902374,EV1896902375,2,7.0,17.0,3.0,2939.0,2942.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,n,o,ZN03,ZN01,"Possession,Zone_Entry_Exit",False,0,False,0,1,0,0,0,0,0,0,2,"P100001,P100002"
PL1896904806,PL1896904806,18969,N20252026F,3,P03,SQ1896900048,EV1896902376,EV1896902391,11,7.0,14.0,7.0,2942.0,2959.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Pass,Possession,Pass,Possession,Possession,Pass,LoosePuck,Zone_Entry_Exit,Possession,Possession,Zone_Entry_Exit",False,0,False,0,0,1,3,1,0,0,0,6,"P100001,P100002,P100023,P100107,P100108,P100224"
PL1896912116,PL1896912116,18969,N20252026F,3,P03,SQ1896900121,EV1896902380,EV1896902389,5,7.0,8.0,0.0,2948.0,2956.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,o,o,ZN01,ZN01,"Shot,Save,Rebound,Shot,Turnover",False,0,True,2,0,0,0,0,1,1,0,3,"P100108,P100117,P100202"
PL1896904807,PL1896904807,18969,N20252026F,3,P03,SQ1896900048,EV1896902392,EV1896902393,2,6.0,57.0,5.0,2959.0,2964.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,n,o,ZN03,ZN01,"Possession,Zone_Entry_Exit",False,0,False,0,1,0,0,0,0,0,0,2,"P100023,P100210"
PL1896904808,PL1896904808,18969,N20252026F,3,P03,SQ1896900048,EV1896902394,EV1896902395,2,6.0,52.0,1.0,2964.0,2965.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Possession,Turnover",False,0,False,0,0,0,0,0,1,0,1,2,"P100002,P100023"
PL1896904809,PL1896904809,18969,N20252026F,3,P03,SQ1896900048,EV1896902396,EV1896902397,2,6.0,50.0,3.0,2966.0,2969.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,d,d,ZN02,ZN02,"Possession,Turnover",False,0,False,0,0,0,0,0,1,1,0,1,P100070
PL1896904810,PL1896904810,18969,N20252026F,3,P03,SQ1896900048,EV1896902398,EV1896902402,5,6.0,44.0,2.0,2972.0,2975.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Zone_Entry_Exit,Possession,Shot,Save,Stoppage",False,0,True,1,0,0,0,0,0,0,0,2,"P100016,P100222"
PL1896904901,PL1896904901,18969,N20252026F,3,P03,SQ1896900049,EV1896902403,EV1896902403,1,6.0,41.0,27.0,2975.0,3002.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,d,d,ZN02,ZN02,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100016
PL1896905001,PL1896905001,18969,N20252026F,3,P03,SQ1896900050,EV1896902404,EV1896902426,19,6.0,14.0,16.0,3002.0,3039.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,d,o,ZN02,ZN01,"Faceoff,Possession,Possession,Possession,Possession,Shot,Zone_Entry_Exit,Possession,Pass,Shot,Save,Rebound,Possession,Pass,Possession,Pass,Possession,Pass,Zone_Entry_Exit",False,0,True,2,1,0,4,4,0,0,0,10,"P100016,P100024,P100025,P100027,P100030,P100093,P100108,P100132,P100192,P100201"
PL1896912117,PL1896912117,18969,N20252026F,3,P03,SQ1896900121,EV1896902405,EV1896902406,2,6.0,11.0,0.0,3005.0,3005.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,d,d,ZN02,ZN02,"Pass,Turnover",False,0,False,0,0,0,1,0,1,1,0,2,"P100093,P100201"
PL1896912119,PL1896912119,18969,N20252026F,3,P03,SQ1896900121,EV1896902420,EV1896902421,2,5.0,50.0,0.0,3026.0,3026.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,d,d,ZN02,ZN02,"Zone_Entry_Exit,Turnover",False,0,False,0,0,1,0,0,1,1,0,1,P100132
PL1896905002,PL1896905002,18969,N20252026F,3,P03,SQ1896900050,EV1896902427,EV1896902430,4,5.0,37.0,2.0,3039.0,3047.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Shot,Possession,Pass,Stoppage",False,0,True,1,0,0,1,0,0,0,0,4,"P100024,P100027,P100093,P100192"
PL1896905101,PL1896905101,18969,N20252026F,3,P03,SQ1896900051,EV1896902431,EV1896902431,1,5.0,29.0,19.0,3047.0,3066.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,d,d,ZN02,ZN02,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100093
PL1896905201,PL1896905201,18969,N20252026F,3,P03,SQ1896900052,EV1896902432,EV1896902435,4,5.0,10.0,6.0,3066.0,3077.0,TB03,STR0001,Platinum,N10008,Velodrome,N10010,d,o,ZN02,ZN01,"Faceoff,Pass,Possession,Turnover",False,0,False,0,0,0,1,1,1,0,1,4,"P100093,P100132,P100192,P100201"
PL1896905202,PL1896905202,18969,N20252026F,3,P03,SQ1896900052,EV1896902436,EV1896902437,2,4.0,59.0,2.0,3077.0,3079.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Possession,Turnover",False,0,False,0,0,0,0,0,1,0,1,3,"P100064,P100132,P100192"
PL1896905203,PL1896905203,18969,N20252026F,3,P03,SQ1896900052,EV1896902438,EV1896902447,5,4.0,56.0,4.0,3080.0,3088.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,d,d,ZN02,ZN02,"Possession,Possession,Pass,Possession,Turnover",False,0,False,0,0,0,1,1,1,1,0,4,"P100023,P100064,P100132,P100192"
PL1896912120,PL1896912120,18969,N20252026F,3,P03,SQ1896900121,EV1896902439,EV1896902440,2,4.0,55.0,0.0,3081.0,3081.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,d,d,ZN02,ZN02,"Pass,Turnover",False,0,False,0,0,0,1,0,1,0,0,2,"P100064,P100201"
PL1896912121,PL1896912121,18969,N20252026F,3,P03,SQ1896900121,EV1896902444,EV1896902446,3,4.0,51.0,1.0,3085.0,3088.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Shot,Turnover,Possession",False,0,True,1,0,0,0,0,1,1,0,2,"P100023,P100132"
PL1896905204,PL1896905204,18969,N20252026F,3,P03,SQ1896900052,EV1896902448,EV1896902454,7,4.0,48.0,3.0,3088.0,3098.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Zone_Entry_Exit,Possession,Pass,Possession,Pass,LoosePuck,Turnover",False,0,False,0,0,0,2,0,1,1,0,4,"P100023,P100105,P100110,P100192"
PL1896905205,PL1896905205,18969,N20252026F,3,P03,SQ1896900052,EV1896902455,EV1896902458,4,4.0,37.0,3.0,3099.0,3103.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,o,o,ZN01,ZN01,"Zone_Entry_Exit,Possession,Shot,Possession",False,0,True,1,0,0,0,0,0,0,0,2,"P100023,P100024"
PL1896912201,PL1896912201,18969,N20252026F,3,P03,SQ1896900122,EV1896902459,EV1896902462,4,4.0,33.0,24.0,3103.0,3128.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Shot,Save,Stoppage,DeadIce",False,0,True,1,0,0,0,0,0,0,0,2,"P100016,P100024"
PL1896905301,PL1896905301,18969,N20252026F,3,P03,SQ1896900053,EV1896902463,EV1896902463,1,4.0,8.0,0.0,3128.0,3128.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,o,o,ZN01,ZN01,Faceoff,False,0,False,0,0,0,0,0,0,0,0,2,"P100022,P100117"
PL1896912401,PL1896912401,18969,N20252026F,3,P03,SQ1896900124,EV1896902464,EV1896902467,4,4.0,8.0,21.0,3128.0,3150.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Shot,Save,Stoppage,DeadIce",False,0,True,1,0,0,0,0,0,0,0,3,"P100016,P100022,P100198"
PL1896905401,PL1896905401,18969,N20252026F,3,P03,SQ1896900054,EV1896902468,EV1896902472,3,3.0,46.0,3.0,3150.0,3155.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,o,d,ZN01,ZN02,"Faceoff,Possession,Zone_Entry_Exit",False,0,False,0,0,1,0,0,0,0,0,3,"P100022,P100117,P100198"
PL1896912501,PL1896912501,18969,N20252026F,3,P03,SQ1896900125,EV1896902469,EV1896902470,2,3.0,46.0,0.0,3150.0,3150.0,TB04,STR0001,Platinum,N10008,Velodrome,N10010,o,o,ZN01,ZN01,"Shot,Turnover",False,0,True,1,0,0,0,0,1,1,0,1,P100022
