game_id,home_team,away_team,home_team_id,away_team_id,game_date,season_id,game_type,playoff_round,home_score,away_score,winner,video_id,video_url,_processed_timestamp,_updated_timestamp,_export_timestamp
18025,Ace,Amos,N10002,N10001,2025-01-26T00:00:00,N20242025F,Regular,,2,8,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18024,Orphans,Nelson,N10006,N10004,2025-01-26T00:00:00,N20242025F,Regular,,7,1,Orphans,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18023,Outlaws,HollowBrook,N10007,N10003,2025-01-26T00:00:00,N20242025F,Regular,,0,7,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10826,Triple J,OS Offices,N10009,N10005,2025-01-26T00:00:00,N20242025F,Regular,,3,4,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18021,Ace,Platinum,N10002,N10008,2025-01-12T00:00:00,N20242025F,Regular,,0,10,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18020,Orphans,OS Offices,N10006,N10005,2025-01-12T00:00:00,N20242025F,Regular,,1,2,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18019,Outlaws,Amos,N10007,N10001,2025-01-12T00:00:00,N20242025F,Regular,,5,3,Outlaws,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18018,HollowBrook,Nelson,N10003,N10004,2025-01-12T00:00:00,N20242025F,Regular,,6,6,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18016,Orphans,Triple J,N10006,N10009,2025-01-05T00:00:00,N20242025F,Regular,,2,5,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18015,Outlaws,Platinum,N10007,N10008,2025-01-05T00:00:00,N20242025F,Regular,,0,4,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18014,HollowBrook,OS Offices,N10003,N10005,2025-01-05T00:00:00,N20242025F,Regular,,2,4,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18013,Nelson,Amos,N10004,N10001,2025-01-05T00:00:00,N20242025F,Regular,,11,2,Nelson,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17955,Amos,Orphans,N10001,N10006,2024-12-29T00:00:00,N20242025F,Regular,,2,4,Orphans,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18011,Outlaws,Ace,N10007,N10002,2024-12-22T00:00:00,N20242025F,Regular,,5,5,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18010,HollowBrook,Triple J,N10003,N10009,2024-12-22T00:00:00,N20242025F,Regular,,3,4,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18009,Nelson,Platinum,N10004,N10008,2024-12-22T00:00:00,N20242025F,Regular,,4,4,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18008,Amos,OS Offices,N10001,N10005,2024-12-22T00:00:00,N20242025F,Regular,,4,7,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18006,HollowBrook,Orphans,N10003,N10006,2024-12-15T00:00:00,N20242025F,Regular,,5,2,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18005,Nelson,Ace,N10004,N10002,2024-12-15T00:00:00,N20242025F,Regular,,8,6,Nelson,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18004,Amos,Triple J,N10001,N10009,2024-12-15T00:00:00,N20242025F,Regular,,5,7,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
18003,OS Offices,Platinum,N10005,N10008,2024-12-15T00:00:00,N20242025F,Regular,,4,7,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17996,Amos,HollowBrook,N10001,N10003,2024-11-24T00:00:00,N20242025F,Regular,,2,4,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17995,OS Offices,Outlaws,N10005,N10007,2024-11-24T00:00:00,N20242025F,Regular,,2,3,Outlaws,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17994,Platinum,Orphans,N10008,N10006,2024-11-24T00:00:00,N20242025F,Regular,,4,4,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17993,Triple J,Ace,N10009,N10002,2024-11-24T00:00:00,N20242025F,Regular,,8,3,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17991,OS Offices,Nelson,N10005,N10004,2024-11-17T00:00:00,N20242025F,Regular,,5,5,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17990,Platinum,HollowBrook,N10008,N10003,2024-11-17T00:00:00,N20242025F,Regular,,5,2,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17989,Triple J,Outlaws,N10009,N10007,2024-11-17T00:00:00,N20242025F,Regular,,6,4,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17988,Ace,Orphans,N10002,N10006,2024-11-17T00:00:00,N20242025F,Regular,,3,6,Orphans,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17986,Platinum,Amos,N10008,N10001,2024-11-10T00:00:00,N20242025F,Regular,,4,5,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17985,Triple J,Nelson,N10009,N10004,2024-11-10T00:00:00,N20242025F,Regular,,2,2,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17984,Ace,HollowBrook,N10002,N10003,2024-11-10T00:00:00,N20242025F,Regular,,2,8,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17983,Orphans,Outlaws,N10006,N10007,2024-11-10T00:00:00,N20242025F,Regular,,6,5,Orphans,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17981,Triple J,OS Offices,N10009,N10005,2024-11-03T00:00:00,N20242025F,Regular,,4,6,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17980,Ace,Amos,N10002,N10001,2024-11-03T00:00:00,N20242025F,Regular,,3,4,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17979,Orphans,Nelson,N10006,N10004,2024-11-03T00:00:00,N20242025F,Regular,,5,4,Orphans,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17978,Outlaws,HollowBrook,N10007,N10003,2024-11-03T00:00:00,N20242025F,Regular,,0,9,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17976,Ace,Platinum,N10002,N10008,2024-10-27T00:00:00,N20242025F,Regular,,2,9,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17975,Orphans,OS Offices,N10006,N10005,2024-10-27T00:00:00,N20242025F,Regular,,3,2,Orphans,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17974,Outlaws,Amos,N10007,N10001,2024-10-27T00:00:00,N20242025F,Regular,,0,5,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17973,HollowBrook,Nelson,N10003,N10004,2024-10-27T00:00:00,N20242025F,Regular,,5,2,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17971,Orphans,Triple J,N10006,N10009,2024-10-20T00:00:00,N20242025F,Regular,,4,6,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17970,Outlaws,Platinum,N10007,N10008,2024-10-20T00:00:00,N20242025F,Regular,,5,4,Outlaws,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17969,HollowBrook,OS Offices,N10003,N10005,2024-10-20T00:00:00,N20242025F,Regular,,2,4,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17968,Nelson,Amos,N10004,N10001,2024-10-20T00:00:00,N20242025F,Regular,,1,10,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17966,Outlaws,Ace,N10007,N10002,2024-10-13T00:00:00,N20242025F,Regular,,2,2,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17965,HollowBrook,Triple J,N10003,N10009,2024-10-13T00:00:00,N20242025F,Regular,,5,4,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17964,Nelson,Platinum,N10004,N10008,2024-10-13T00:00:00,N20242025F,Regular,,2,3,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17963,Amos,OS Offices,N10001,N10005,2024-10-13T00:00:00,N20242025F,Regular,,2,6,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17961,HollowBrook,Orphans,N10003,N10006,2024-10-06T00:00:00,N20242025F,Regular,,5,5,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17960,Nelson,Ace,N10004,N10002,2024-10-06T00:00:00,N20242025F,Regular,,8,4,Nelson,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17959,Amos,Triple J,N10001,N10009,2024-10-06T00:00:00,N20242025F,Regular,,3,1,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17958,OS Offices,Platinum,N10005,N10008,2024-10-06T00:00:00,N20242025F,Regular,,2,5,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17956,Nelson,Outlaws,N10004,N10007,2024-09-29T00:00:00,N20242025F,Regular,,9,6,Nelson,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17954,OS Offices,Ace,N10005,N10002,2024-09-29T00:00:00,N20242025F,Regular,,5,1,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17953,Platinum,Triple J,N10008,N10009,2024-09-29T00:00:00,N20242025F,Regular,,3,6,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17951,Amos,HollowBrook,N10001,N10003,2024-09-22T00:00:00,N20242025F,Regular,,4,4,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17950,OS Offices,Outlaws,N10005,N10007,2024-09-22T00:00:00,N20242025F,Regular,,5,4,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17949,Platinum,Orphans,N10008,N10006,2024-09-22T00:00:00,N20242025F,Regular,,10,3,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17948,Triple J,Ace,N10009,N10002,2024-09-22T00:00:00,N20242025F,Regular,,7,4,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17946,OS Offices,Nelson,N10005,N10004,2024-09-15T00:00:00,N20242025F,Regular,,8,5,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17945,Platinum,HollowBrook,N10008,N10003,2024-09-15T00:00:00,N20242025F,Regular,,1,4,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17944,Triple J,Outlaws,N10009,N10007,2024-09-15T00:00:00,N20242025F,Regular,,3,3,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17943,Ace,Orphans,N10002,N10006,2024-09-15T00:00:00,N20242025F,Regular,,0,4,Orphans,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17941,Platinum,Amos,N10008,N10001,2024-09-08T00:00:00,N20242025F,Regular,,6,2,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17940,Triple J,Nelson,N10009,N10004,2024-09-08T00:00:00,N20242025F,Regular,,1,3,Nelson,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17939,Ace,HollowBrook,N10002,N10003,2024-09-08T00:00:00,N20242025F,Regular,,4,2,Ace,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17938,Orphans,Outlaws,N10006,N10007,2024-09-08T00:00:00,N20242025F,Regular,,6,3,Orphans,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17936,Triple J,OS Offices,N10009,N10005,2024-09-01T00:00:00,N20242025F,Regular,,4,4,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17935,Ace,Amos,N10002,N10001,2024-09-01T00:00:00,N20242025F,Regular,,3,7,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17934,Orphans,Nelson,N10006,N10004,2024-09-01T00:00:00,N20242025F,Regular,,5,7,Nelson,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17933,Outlaws,HollowBrook,N10007,N10003,2024-09-01T00:00:00,N20242025F,Regular,,1,7,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17931,Ace,Platinum,N10002,N10008,2024-08-25T00:00:00,N20242025F,Regular,,5,12,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17930,Orphans,OS Offices,N10006,N10005,2024-08-25T00:00:00,N20242025F,Regular,,1,6,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17929,Outlaws,Amos,N10007,N10001,2024-08-25T00:00:00,N20242025F,Regular,,1,6,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17928,HollowBrook,Nelson,N10003,N10004,2024-08-25T00:00:00,N20242025F,Regular,,6,4,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17926,Orphans,Triple J,N10006,N10009,2024-08-18T00:00:00,N20242025F,Regular,,1,6,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17925,Outlaws,Platinum,N10007,N10008,2024-08-18T00:00:00,N20242025F,Regular,,2,6,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17924,HollowBrook,OS Offices,N10003,N10005,2024-08-18T00:00:00,N20242025F,Regular,,6,2,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17923,Nelson,Amos,N10004,N10001,2024-08-18T00:00:00,N20242025F,Regular,,0,6,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17921,Outlaws,Ace,N10007,N10002,2024-08-11T00:00:00,N20242025F,Regular,,4,5,Ace,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17920,HollowBrook,Triple J,N10003,N10009,2024-08-11T00:00:00,N20242025F,Regular,,2,2,TIE,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17919,Nelson,Platinum,N10004,N10008,2024-08-11T00:00:00,N20242025F,Regular,,3,8,Platinum,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
17918,Amos,OS Offices,N10001,N10005,2024-08-11T00:00:00,N20242025F,Regular,,4,5,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10019,HollowBrook,Amos,N10003,N10001,2024-05-12T00:00:00,N20232024F,Playoffs,Championship,3,0,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10018,OS Offices,Amos,N10005,N10001,2024-05-11T00:00:00,N20232024F,Playoffs,SemiFinals,3,4,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10036,HollowBrook,OS Offices,N10003,N10005,2024-05-09T00:00:00,N20232024F,Playoffs,SemiFinals,2,1,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10017,Amos,Nelson,N10001,N10004,2024-05-08T00:00:00,N20232024F,Playoffs,RoundRobin,7,4,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10016,Platinum,Amos,N10008,N10001,2024-05-05T00:00:00,N20232024F,Playoffs,RoundRobin,2,6,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10046,Nelson,Triple J,N10004,N10009,2024-05-05T00:00:00,N20232024F,Playoffs,RoundRobin,4,1,Nelson,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10052,OS Offices,Platinum,N10005,N10008,2024-05-02T00:00:00,N20232024F,Playoffs,RoundRobin,5,4,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10035,Nelson,HollowBrook,N10004,N10003,2024-05-02T00:00:00,N20232024F,Playoffs,RoundRobin,2,6,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10015,Orphans,Amos,N10006,N10001,2024-04-30T00:00:00,N20232024F,Playoffs,RoundRobin,4,5,Amos,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10003,Triple J,Ace,N10009,N10002,2024-04-30T00:00:00,N20232024F,Playoffs,RoundRobin,6,4,Triple J,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10014,Amos,HollowBrook,N10001,N10003,2024-04-28T00:00:00,N20232024F,Playoffs,RoundRobin,2,4,HollowBrook,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10045,Orphans,Nelson,N10006,N10004,2024-04-28T00:00:00,N20232024F,Playoffs,RoundRobin,3,5,Nelson,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
10051,OS Offices,Triple J,N10005,N10009,2024-04-28T00:00:00,N20232024F,Playoffs,RoundRobin,6,2,OS Offices,,,2025-12-20 00:43:11,2025-12-20T00:43:12.009970,2025-12-20T00:43:13.261028
