scoring_chance_key,game_id,event_id,period,season_id,is_goal,event_detail,event_detail_2,danger_level,is_rush,is_rebound,is_odd_man,shot_type,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
SC_EV1898101548,18981,EV1898101548,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,263.0,-1.0,570.0,483.0,9.0,9.0,1281.98,,,,,,2250.99,,,,,,1281.98,1281.98,1281.98,2250.99,2250.99,2250.99
SC_EV1898101136,18981,EV1898101136,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,264.0,-1.0,569.0,482.0,10.0,8.0,1281.98,,,,,,897.99,2250.99,,,,,1281.98,1281.98,1281.98,1574.4899999999998,897.99,2250.99
SC_EV1898101554,18981,EV1898101554,2,N20252026F,False,Shot_OnNetSaved,Shot_OneTime,perimeter,False,False,False,Shot_OneTime,0.0,1.0,270.0,-1.0,563.0,476.0,16.0,2.0,1280.98,,,,,,2250.99,,,,,,1280.98,1280.98,1280.98,2250.99,2250.99,2250.99
SC_EV1898101559,18981,EV1898101559,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,1.0,281.0,-1.0,552.0,465.0,9.0,1.0,1009.99,1178.98,,,,,,,,,,,1094.485,1009.99,1178.98,,,
SC_EV1898102009,18981,EV1898102009,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,282.0,-1.0,551.0,464.0,10.0,32.0,1165.97,,,,,,2147.99,766.98,,,,,1165.97,1165.97,1165.97,1457.485,766.98,2147.99
SC_EV1898101560,18981,EV1898101560,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,3.0,283.0,-1.0,550.0,463.0,1.0,31.0,1186.0,,,,,,562.99,,,,,,1186.0,1186.0,1186.0,562.99,562.99,562.99
SC_EV1898101144,18981,EV1898101144,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,297.0,-1.0,536.0,449.0,15.0,17.0,1165.97,,,,,,,,,,,,1165.97,1165.97,1165.97,,,
SC_EV1898101567,18981,EV1898101567,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,303.0,-1.0,530.0,443.0,21.0,11.0,1178.98,,,,,,2147.99,,,,,,1178.98,1178.98,1178.98,2147.99,2147.99,2147.99
SC_EV1898102018,18981,EV1898102018,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,307.0,-1.0,526.0,439.0,25.0,7.0,934.98,,,,,,912.99,,,,,,934.98,934.98,934.98,912.99,912.99,912.99
SC_EV1898102019,18981,EV1898102019,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,308.0,-1.0,525.0,438.0,26.0,6.0,726.99,,,,,,957.99,,,,,,726.99,726.99,726.99,957.99,957.99,957.99
SC_EV1898101151,18981,EV1898101151,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,314.0,432.0,519.0,32.0,17.0,799.0,,,,,,1066.97,2133.98,,,,,799.0,799.0,799.0,1600.475,1066.97,2133.98
SC_EV1898101574,18981,EV1898101574,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,315.0,-1.0,518.0,431.0,1.0,16.0,1079.98,,,,,,745.0,,,,,,1079.98,1079.98,1079.98,745.0,745.0,745.0
SC_EV1898101156,18981,EV1898101156,1,N20252026F,False,Shot_Deflected,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,330.0,416.0,503.0,16.0,1.0,812.99,,,,,,955.99,1060.98,,,,,812.99,812.99,812.99,1008.485,955.99,1060.98
SC_EV1898102031,18981,EV1898102031,3,N20252026F,False,Shot_OnNetSaved,Shot_Tip,high,False,False,False,Shot_Tip,0.0,0.0,-1.0,334.0,412.0,499.0,3.0,78.0,694.98,,,,,,2114.98,1060.98,,,,,694.98,694.98,694.98,1587.98,1060.98,2114.98
SC_EV1898102036,18981,EV1898102036,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,352.0,394.0,481.0,18.0,60.0,893.99,,,,,,955.99,,,,,,893.99,893.99,893.99,955.99,955.99,955.99
SC_EV1898101600,18981,EV1898101600,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,-1.0,370.0,376.0,463.0,36.0,42.0,792.99,679.0,,,,,1047.97,2114.98,,,,,735.995,679.0,792.99,1581.475,1047.97,2114.98
SC_EV1898102055,18981,EV1898102055,3,N20252026F,False,Shot_OnNetSaved,Shot_Poke,perimeter,False,False,False,Shot_Poke,0.0,0.0,392.0,-1.0,441.0,354.0,58.0,20.0,716.98,,,,,,1896.99,,,,,,716.98,716.98,716.98,1896.99,1896.99,1896.99
SC_EV1898102066,18981,EV1898102066,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,2.0,-1.0,415.0,331.0,418.0,3.0,3.0,608.98,,,,,,838.97,1068.0,,,,,608.98,608.98,608.98,953.485,838.97,1068.0
SC_EV1898101204,18981,EV1898101204,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,439.0,-1.0,394.0,307.0,21.0,8.0,537.98,,,,,,1705.99,595.99,,,,,537.98,537.98,537.98,1150.99,595.99,1705.99
SC_EV1898101624,18981,EV1898101624,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,2.0,445.0,-1.0,388.0,301.0,27.0,2.0,968.0,,,,,,449.98,,,,,,968.0,968.0,968.0,449.98,449.98,449.98
SC_EV1898101210,18981,EV1898101210,1,N20252026F,False,Shot_Deflected,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,4.0,-1.0,450.0,296.0,383.0,2.0,13.0,699.99,,,,,,757.99,,,,,,699.99,699.99,699.99,757.99,757.99,757.99
SC_EV1898102073,18981,EV1898102073,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,3.0,-1.0,470.0,276.0,363.0,7.0,33.0,1000.98,,,,,,827.0,,,,,,1000.98,1000.98,1000.98,827.0,827.0,827.0
SC_EV1898101630,18981,EV1898101630,2,N20252026F,False,Shot_OnNetSaved,Shot_WrapAround,perimeter,False,False,False,Shot_WrapAround,0.0,2.0,473.0,-1.0,360.0,273.0,10.0,30.0,537.98,,,,,,1564.99,1000.98,,,,,537.98,537.98,537.98,1282.985,1000.98,1564.99
SC_EV1898102076,18981,EV1898102076,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,2.0,-1.0,477.0,269.0,356.0,14.0,26.0,691.99,,,,,,,,,,,,691.99,691.99,691.99,,,
SC_EV1898101634,18981,EV1898101634,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,479.0,-1.0,354.0,267.0,16.0,24.0,823.99,449.98,,,,,,,,,,,636.985,449.98,823.99,,,
SC_EV1898102078,18981,EV1898102078,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,-1.0,481.0,265.0,352.0,18.0,22.0,1000.98,,,,,,915.0,,,,,,1000.98,1000.98,1000.98,915.0,915.0,915.0
SC_EV1898102083,18981,EV1898102083,3,N20252026F,False,Shot_Blocked,Shot_Tipped,high,False,False,False,Shot_Tipped,0.0,0.0,-1.0,492.0,254.0,341.0,29.0,11.0,823.99,691.0,,,,,,,,,,,757.495,691.0,823.99,,,
SC_EV1898101224,18981,EV1898101224,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,2.0,-1.0,494.0,252.0,339.0,31.0,9.0,742.99,,,,,,823.99,,,,,,742.99,742.99,742.99,823.99,823.99,823.99
SC_EV1898101645,18981,EV1898101645,2,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,0.0,0.0,505.0,-1.0,328.0,241.0,2.0,22.0,915.0,,,,,,1564.99,,,,,,915.0,915.0,915.0,1564.99,1564.99,1564.99
SC_EV1898101229,18981,EV1898101229,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,-1.0,506.0,240.0,327.0,3.0,21.0,510.0,,,,,,684.99,,,,,,510.0,510.0,510.0,684.99,684.99,684.99
SC_EV1898101651,18981,EV1898101651,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,510.0,-1.0,323.0,236.0,7.0,17.0,631.99,823.99,,,,,1564.99,,,,,,727.99,631.99,823.99,1564.99,1564.99,1564.99
SC_EV1898101239,18981,EV1898101239,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,527.0,-1.0,306.0,219.0,24.0,7.0,762.99,,,,,,1503.99,681.99,,,,,762.99,762.99,762.99,1092.99,681.99,1503.99
SC_EV1898101664,18981,EV1898101664,2,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,0.0,0.0,534.0,-1.0,299.0,212.0,7.0,39.0,576.99,,,,,,1448.99,,,,,,576.99,576.99,576.99,1448.99,1448.99,1448.99
SC_EV1898102097,18981,EV1898102097,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,546.0,-1.0,287.0,200.0,12.0,27.0,576.99,968.98,,,,,1448.99,835.98,,,,,772.985,576.99,968.98,1142.485,835.98,1448.99
SC_EV1898102103,18981,EV1898102103,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,556.0,190.0,277.0,22.0,17.0,508.99,,,,,,1393.98,,,,,,508.99,508.99,508.99,1393.98,1393.98,1393.98
SC_EV1898101671,18981,EV1898101671,2,N20252026F,False,Shot_OnNetSaved,Shot_Tip,high,False,False,False,Shot_Tip,0.0,0.0,562.0,-1.0,271.0,184.0,28.0,11.0,568.99,,,,,,1304.99,508.99,,,,,568.99,568.99,568.99,906.99,508.99,1304.99
SC_EV1898102107,18981,EV1898102107,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,566.0,180.0,267.0,32.0,7.0,545.99,,,,,,1393.98,,,,,,545.99,545.99,545.99,1393.98,1393.98,1393.98
SC_EV1898102113,18981,EV1898102113,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,573.0,173.0,260.0,39.0,31.0,531.99,,,,,,1393.98,,,,,,531.99,531.99,531.99,1393.98,1393.98,1393.98
SC_EV1898101681,18981,EV1898101681,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,4.0,578.0,-1.0,255.0,168.0,5.0,26.0,595.99,544.99,,,,,428.99,,,,,,570.49,544.99,595.99,428.99,428.99,428.99
SC_EV1898101683,18981,EV1898101683,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,588.0,-1.0,245.0,158.0,15.0,16.0,544.99,,,,,,428.99,,,,,,544.99,544.99,544.99,428.99,428.99,428.99
SC_EV1898101690,18981,EV1898101690,2,N20252026F,False,Shot_OnNetSaved,Shot_Tip,high,False,False,False,Shot_Tip,0.0,0.0,604.0,-1.0,229.0,142.0,31.0,32.0,534.99,,,,,,1285.99,,,,,,534.99,534.99,534.99,1285.99,1285.99,1285.99
SC_EV1898101695,18981,EV1898101695,2,N20252026F,False,Shot_BlockedSameTeam,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,627.0,-1.0,206.0,119.0,23.0,9.0,781.97,846.98,,,,,607.99,,,,,,814.475,781.97,846.98,607.99,607.99,607.99
SC_EV1898102131,18981,EV1898102131,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,-1.0,632.0,114.0,201.0,28.0,4.0,390.99,,,,,,1309.98,,,,,,390.99,390.99,390.99,1309.98,1309.98,1309.98
SC_EV1898101289,18981,EV1898101289,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,636.0,-1.0,197.0,110.0,32.0,50.0,772.98,,,,,,1220.99,390.99,,,,,772.98,772.98,772.98,805.99,390.99,1220.99
SC_EV1898101720,18981,EV1898101720,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,-1.0,675.0,71.0,158.0,39.0,11.0,519.99,,,,,,,,,,,,519.99,519.99,519.99,,,
SC_EV1898101312,18981,EV1898101312,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,1.0,698.0,-1.0,135.0,48.0,12.0,22.0,502.98,,,,,,,,,,,,502.98,502.98,502.98,,,
SC_EV1898101732,18981,EV1898101732,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,702.0,-1.0,131.0,44.0,16.0,18.0,546.0,,,,,,950.99,255.99,,,,,546.0,546.0,546.0,603.49,255.99,950.99
SC_EV1898101739,18981,EV1898101739,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,709.0,-1.0,124.0,37.0,23.0,11.0,546.0,,,,,,405.99,,,,,,546.0,546.0,546.0,405.99,405.99,405.99
SC_EV1898102167,18981,EV1898102167,3,N20252026F,False,Shot_OnNetSaved,Shot_Poke,perimeter,False,False,False,Shot_Poke,0.0,19.0,724.0,-1.0,109.0,22.0,4.0,22.0,536.99,,,,,,919.99,,,,,,536.99,536.99,536.99,919.99,919.99,919.99
SC_EV1898101323,18981,EV1898101323,1,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,0.0,3.0,-1.0,746.0,-1.0,87.0,22.0,33.0,297.99,,,,,,940.98,,,,,,297.99,297.99,297.99,940.98,940.98,940.98
SC_EV1898101324,18981,EV1898101324,1,N20252026F,True,Goal_Scored,Goal_Wrist,perimeter,False,False,False,Goal_Wrist,0.0,0.0,-1.0,746.0,-1.0,87.0,22.0,33.0,297.99,,,,,,940.98,,,,,,297.99,297.99,297.99,940.98,940.98,940.98
SC_EV1898101748,18981,EV1898101748,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,753.0,7.0,80.0,-1.0,7.0,26.0,346.99,,,,,,851.99,302.99,,,,,346.99,346.99,346.99,577.49,302.99,851.99
SC_EV1898101753,18981,EV1898101753,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,758.0,12.0,75.0,-1.0,12.0,21.0,444.98,,,,,,361.0,,,,,,444.98,444.98,444.98,361.0,361.0,361.0
SC_EV1898101757,18981,EV1898101757,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,766.0,20.0,67.0,-1.0,20.0,13.0,453.97,,,,,,349.0,,,,,,453.97,453.97,453.97,349.0,349.0,349.0
SC_EV1898101762,18981,EV1898101762,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,778.0,32.0,55.0,-1.0,32.0,1.0,311.98,,,,,,851.99,205.99,,,,,311.98,311.98,311.98,528.99,205.99,851.99
SC_EV1898102185,18981,EV1898102185,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,780.0,34.0,53.0,-1.0,1.0,52.0,495.99,,,,,,851.99,,,,,,495.99,495.99,495.99,851.99,851.99,851.99
SC_EV1898101350,18981,EV1898101350,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,1.0,63.0,809.0,-1.0,24.0,29.0,23.0,297.99,,,,,,292.99,,,,,,297.99,297.99,297.99,292.99,292.99,292.99
SC_EV1898101353,18981,EV1898101353,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,72.0,818.0,-1.0,15.0,38.0,14.0,297.99,,,,,,886.98,,,,,,297.99,297.99,297.99,886.98,886.98,886.98
SC_EV1898101358,18981,EV1898101358,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,2.0,0.0,78.0,824.0,-1.0,9.0,44.0,8.0,297.99,,,,,,335.0,,,,,,297.99,297.99,297.99,335.0,335.0,335.0
SC_EV1898101786,18981,EV1898101786,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,832.0,86.0,1.0,-1.0,52.0,1.0,402.99,,,,,,248.99,,,,,,402.99,402.99,402.99,248.99,248.99,248.99
SC_EV1898101317,18981,EV1898101317,1,N20252026F,False,Shot_Goal,,perimeter,False,False,False,,0.0,0.0,833.0,87.0,-1.0,-1.0,1.0,15.0,205.98,,,,,,563.99,,,,,,205.98,205.98,205.98,563.99,563.99,563.99
SC_EV1898101318,18981,EV1898101318,1,N20252026F,True,Goal_Scored,Goal_Poke,perimeter,False,False,False,Goal_Poke,1.0,0.0,833.0,87.0,-1.0,-1.0,1.0,15.0,205.98,,,,,,563.99,,,,,,205.98,205.98,205.98,563.99,563.99,563.99
SC_EV1898102213,18981,EV1898102213,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,94.0,7.0,-1.0,-1.0,7.0,8.0,181.98,,,,,,,,,,,,181.98,181.98,181.98,,,
SC_EV1898101371,18981,EV1898101371,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,12.0,99.0,-1.0,-1.0,12.0,3.0,293.98,,,,,,537.99,,,,,,293.98,293.98,293.98,537.99,537.99,537.99
SC_EV1898102217,18981,EV1898102217,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,2.0,100.0,13.0,-1.0,-1.0,13.0,2.0,151.99,,,,,,324.0,,,,,,151.99,151.99,151.99,324.0,324.0,324.0
SC_EV1898101800,18981,EV1898101800,2,N20252026F,False,Shot_OnNetSaved,Shot_Backhand,perimeter,False,False,False,Shot_Backhand,0.0,3.0,42.0,129.0,-1.0,-1.0,27.0,29.0,382.98,,,,,,346.99,,,,,,382.98,382.98,382.98,346.99,346.99,346.99
SC_EV1898101815,18981,EV1898101815,2,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,62.0,149.0,-1.0,-1.0,47.0,9.0,257.99,,,,,,335.99,,,,,,257.99,257.99,257.99,335.99,335.99,335.99
SC_EV1898101405,18981,EV1898101405,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,192.0,105.0,-1.0,-1.0,8.0,53.0,131.99,,,,,,165.99,335.98,,,,,131.99,131.99,131.99,250.985,165.99,335.98
SC_EV1898102253,18981,EV1898102253,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,221.0,134.0,-1.0,-1.0,29.0,24.0,68.0,,,,,,318.98,,,,,,68.0,68.0,68.0,318.98,318.98,318.98
SC_EV1898102257,18981,EV1898102257,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,223.0,136.0,-1.0,-1.0,31.0,22.0,34.0,,,,,,181.97,,,,,,34.0,34.0,34.0,181.97,181.97,181.97
SC_EV1898102263,18981,EV1898102263,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,239.0,152.0,-1.0,-1.0,47.0,6.0,79.99000000000001,,,,,,181.97,,,,,,79.99000000000001,79.99000000000001,79.99000000000001,181.97,181.97,181.97
SC_EV1898102267,18981,EV1898102267,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,1.0,244.0,157.0,-1.0,-1.0,52.0,1.0,174.98000000000002,,,,,,,,,,,,174.98000000000002,174.98000000000002,174.98000000000002,,,
SC_EV1898101873,18981,EV1898101873,2,N20252026F,False,Shot_OnNetSaved,Shot_WrapAround,perimeter,False,False,False,Shot_WrapAround,0.0,0.0,177.0,264.0,-1.0,-1.0,8.0,8.0,101.99,101.98,101.98,,,,45.99,43.99,,,,,101.98333333333332,101.98,101.99,44.99,43.99,45.99
SC_EV1898101876,18981,EV1898101876,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,3.0,179.0,266.0,-1.0,-1.0,10.0,6.0,43.99,21.99,,,,,,,,,,,32.989999999999995,21.99,43.99,,,
SC_EV1898102278,18981,EV1898102278,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,266.0,179.0,-1.0,-1.0,10.0,6.0,57.99,,,,,,,,,,,,57.99,57.99,57.99,,,
SC_EV1898102280,18981,EV1898102280,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,272.0,185.0,-1.0,-1.0,16.0,30.0,125.98000000000002,,,,,,45.99,,,,,,125.98000000000002,125.98000000000002,125.98000000000002,45.99,45.99,45.99
SC_EV1898701012,18987,EV1898701012,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,-1.0,-1.0,710.0,-1.0,25.0,1448.97,,,,,,1505.99,,,,,,1448.97,1448.97,1448.97,1505.99,1505.99,1505.99
SC_EV1898702103,18987,EV1898702103,3,N20252026F,False,Shot_BlockedSameTeam,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,-1.0,710.0,-1.0,25.0,1104.99,1470.98,,,,,1757.98,682.0,,,,,1287.985,1104.99,1470.98,1219.99,682.0,1757.98
SC_EV1898701040,18987,EV1898701040,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,-1.0,675.0,10.0,41.0,1848.99,,,,,,3119.9700000000003,682.0,,,,,1848.99,1848.99,1848.99,1900.985,682.0,3119.9700000000003
SC_EV1898701044,18987,EV1898701044,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,2.0,-1.0,-1.0,-1.0,673.0,12.0,39.0,1173.98,,,,,,682.0,,,,,,1173.98,1173.98,1173.98,682.0,682.0,682.0
SC_EV1898702136,18987,EV1898702136,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,652.0,-1.0,33.0,18.0,1445.98,,,,,,864.99,1259.98,973.98,,,,1445.98,1445.98,1445.98,1032.9833333333331,864.99,1259.98
SC_EV1898701062,18987,EV1898701062,1,N20252026F,False,Shot_OnNetSaved,Shot_OneTime,perimeter,False,False,False,Shot_OneTime,1.0,0.0,-1.0,-1.0,-1.0,644.0,41.0,10.0,967.0,,,,,,2990.9700000000003,,,,,,967.0,967.0,967.0,2990.9700000000003,2990.9700000000003,2990.9700000000003
SC_EV1898701620,18987,EV1898701620,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,-1.0,640.0,45.0,6.0,1250.98,,,,,,1530.0,,,,,,1250.98,1250.98,1250.98,1530.0,1530.0,1530.0
SC_EV1898702149,18987,EV1898702149,3,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,0.0,-1.0,-1.0,-1.0,633.0,1.0,39.0,1197.97,,,,,,682.0,,,,,,1197.97,1197.97,1197.97,682.0,682.0,682.0
SC_EV1898701076,18987,EV1898701076,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,4.0,0.0,-1.0,-1.0,620.0,-1.0,13.0,26.0,1328.99,,,,,,2853.98,,,,,,1328.99,1328.99,1328.99,2853.98,2853.98,2853.98
SC_EV1898701080,18987,EV1898701080,1,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,619.0,-1.0,14.0,25.0,1012.99,,,,,,1265.98,,,,,,1012.99,1012.99,1012.99,1265.98,1265.98,1265.98
SC_EV1898701082,18987,EV1898701082,1,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,2.0,-1.0,-1.0,616.0,-1.0,17.0,22.0,1337.99,,,,,,1234.98,1108.99,,,,,1337.99,1337.99,1337.99,1171.985,1108.99,1234.98
SC_EV1898701628,18987,EV1898701628,2,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,1.0,2.0,-1.0,-1.0,609.0,-1.0,24.0,15.0,1530.0,,,,,,2853.98,1110.99,,,,,1530.0,1530.0,1530.0,1982.485,1110.99,2853.98
SC_EV1898702157,18987,EV1898702157,3,N20252026F,False,Shot_Missed,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,600.0,-1.0,33.0,6.0,1530.0,,,,,,1767.99,,,,,,1530.0,1530.0,1530.0,1767.99,1767.99,1767.99
SC_EV1898701092,18987,EV1898701092,1,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,-1.0,595.0,38.0,1.0,1234.98,,,,,,2902.9700000000003,1732.98,,,,,1234.98,1234.98,1234.98,2317.9750000000004,1732.98,2902.9700000000003
SC_EV1898701634,18987,EV1898701634,2,N20252026F,False,Shot_Blocked,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,1.0,-1.0,-1.0,595.0,-1.0,38.0,1.0,1530.0,,,,,,1234.98,,,,,,1530.0,1530.0,1530.0,1234.98,1234.98,1234.98
SC_EV1898702166,18987,EV1898702166,3,N20252026F,False,Shot_OnNetSaved,Shot_Wrist,perimeter,False,False,False,Shot_Wrist,0.0,0.0,-1.0,-1.0,-1.0,588.0,6.0,10.0,974.99,,,,,,2768.9700000000003,,,,,,974.99,974.99,974.99,2768.9700000000003,2768.9700000000003,2768.9700000000003
