event_id,game_id,period,period_id,event_type,event_type_id,event_detail,event_detail_id,event_detail_2,event_detail_2_id,event_successful,success_id,event_team_zone,event_zone_id,sequence_key,play_key,event_chain_key,tracking_event_key,home_team,home_team_id,away_team,away_team_id,duration,event_player_ids,opp_player_ids,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,event_running_start,event_running_end,running_video_time,period_start_total_running_seconds,running_intermission_duration,team_venue,team_venue_abv,player_team,home_team_zone,away_team_zone,player_role,side_of_puck,role_number,role_abrev,player_game_number,strength,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,is_goal,is_highlight,player_name,season_id,position_id,shot_type_id,zone_entry_type_id,zone_exit_type_id,stoppage_type_id,giveaway_type_id,takeaway_type_id,turnover_type_id,pass_type_id,time_bucket_id,strength_id,player_rating,cycle_key,is_cycle,is_rebound,is_zone_entry,is_zone_exit,is_controlled_entry,is_carried_entry,is_controlled_exit,is_carried_exit,is_rush,is_save,is_turnover,is_giveaway,is_bad_giveaway,is_takeaway,is_faceoff,is_penalty,is_blocked_shot,is_missed_shot,is_deflected,is_tipped,is_sog,is_corsi,is_fenwick,shot_outcome_id,pass_outcome_id,save_outcome_id,zone_outcome_id,is_scoring_chance,is_high_danger,is_pressured,danger_level,danger_level_id,scoring_chance_key,prev_event_id,prev_event_type,prev_event_detail,prev_event_team,prev_event_same_team,next_event_id,next_event_type,next_event_detail,next_event_team,next_event_same_team,time_since_prev,time_to_next,time_to_next_sog,time_since_last_sog,events_to_next_sog,events_since_last_sog,next_sog_result,led_to_sog,is_pre_shot_event,is_shot_assist,time_to_next_goal,time_since_last_goal,events_to_next_goal,events_since_last_goal,led_to_goal,time_since_zone_entry,events_since_zone_entry,time_since_zone_exit,sequence_event_num,sequence_total_events,sequence_duration,is_sequence_first,is_sequence_last,sequence_has_sog,sequence_has_goal,sequence_shot_count,consecutive_team_events,time_since_possession_change,events_since_possession_change,time_since_faceoff,events_since_faceoff,is_rush_calculated,time_from_entry_to_shot,save_key,time_to_next_event,time_from_last_event,time_to_next_goal_for,time_to_next_goal_against,time_from_last_goal_for,time_from_last_goal_against,time_to_next_stoppage,time_from_last_stoppage,event_player_1_toi,event_player_2_toi,event_player_3_toi,event_player_4_toi,event_player_5_toi,event_player_6_toi,opp_player_1_toi,opp_player_2_toi,opp_player_3_toi,opp_player_4_toi,opp_player_5_toi,opp_player_6_toi,team_on_ice_toi_avg,team_on_ice_toi_min,team_on_ice_toi_max,opp_on_ice_toi_avg,opp_on_ice_toi_min,opp_on_ice_toi_max
EV1896901287,18969,1,P01,Save,ET0002,Save_Rebound,ED0031,Save_Glove,ED099,,,Defensive,ZN02,SQ1896900021,PL1896902101,EC18969001287,TV1896901287,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100093",P100210,8.0,28.0,8.0,28.0,508.0,508.0,692.0,692.0,692.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Pat Major,N20252026F,5.0,,,,,,,,,TB03,STR01,3.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901286,Shot,Shot_OnNetSaved,Platinum,0,EV1896901288,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,12.0,0.0,21.0,1.0,save,0,0,0,160.0,168.0,238.0,262.0,0,3.0,5.0,13.0,8.0,10.0,118.0,0,0,1,0,1.0,1,6.0,12.0,22.0,48.0,0,,SV189690886,0.0,0.0,540.0,168.0,160.0,307.0,37.0,9.0,1416.98,510.0,,,,,736.99,,,,,,963.49,510.0,1416.98,736.99,736.99,736.99
EV1896901825,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_LeftPad,ED100,,,Defensive,ZN02,SQ1896900068,PL1896906842,EC18969001825,TV1896901825,Platinum,N10008,Velodrome,N10010,0.0,P100202,P100002,8.0,16.0,8.0,16.0,496.0,496.0,1904.0,1904.0,2804.0,1200,900,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901824,Shot,Shot_OnNetSaved,Velodrome,0,EV1896901826,Rebound,Rebound_TeamRecovered,Platinum,1,0.0,0.0,14.0,0.0,19.0,1.0,save,0,0,0,148.0,180.0,216.0,284.0,0,2.0,3.0,5.0,154.0,186.0,540.0,0,0,1,0,8.0,1,8.0,15.0,34.0,70.0,0,,SV189690908,0.0,2.0,180.0,552.0,295.0,148.0,3.0,51.0,1462.97,,,,,,499.98,,,,,,1462.97,1462.97,1462.97,499.98,499.98,499.98
EV1896902343,18969,3,P03,Save,ET0002,Save_Rebound,ED0031,Save_RightPad,ED102,,,Defensive,ZN02,SQ1896900118,PL1896911807,EC18969002343,TV1896902343,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100022,8.0,2.0,8.0,2.0,482.0,482.0,3118.0,3118.0,4918.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896902342,Shot,Shot_OnNetSaved,Platinum,0,EV1896902344,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,36.0,0.0,59.0,1.0,save,0,0,0,134.0,194.0,196.0,304.0,0,3.0,4.0,6.0,19.0,22.0,225.0,0,0,1,0,1.0,1,0.0,2.0,48.0,90.0,0,,SV189690928,0.0,1.0,566.0,194.0,134.0,281.0,17.0,37.0,1380.98,,,,,,383.99,,,,,,1380.98,1380.98,1380.98,383.99,383.99,383.99
EV1896901858,18969,2,P02,Save,ET0002,Save_Freeze,ED0029,Save_Stick,ED104,,,Defensive,ZN02,SQ1896900068,PL1896906854,EC18969001858,TV1896901858,Platinum,N10008,Velodrome,N10010,0.0,P100202,P100002,7.0,26.0,7.0,26.0,446.0,446.0,1954.0,1954.0,2854.0,1200,900,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Kevin White,N20252026F,4.0,,,,,,,,,TB03,STR01,4.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896901857,Shot,Shot_OnNetSaved,Velodrome,0,EV1896901859,Stoppage,Stoppage_Play,Platinum,1,0.0,1.0,18.0,0.0,17.0,1.0,save,0,0,0,98.0,230.0,136.0,364.0,0,5.0,10.0,8.0,172.0,186.0,540.0,0,0,1,0,8.0,1,5.0,9.0,31.0,57.0,0,,SV189690988,2.0,0.0,230.0,602.0,245.0,98.0,53.0,1.0,1323.97,,,,,,360.98,,,,,,1323.97,1323.97,1323.97,360.98,360.98,360.98
EV1896902380,18969,3,P03,Save,ET0002,Save_Rebound,ED0031,Save_Chest,ED098,,,Defensive,ZN02,SQ1896900119,PL1896911912,EC18969002380,TV1896902380,Platinum,N10008,Velodrome,N10010,0.0,"P100117,P100202",P100108,7.0,8.0,7.0,8.0,428.0,428.0,3172.0,3172.0,4972.0,2400,1800,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896902379,Shot,Shot_OnNetSaved,Velodrome,0,EV1896902381,Rebound,Rebound_OppTeamRecovered,Platinum,1,0.0,0.0,26.0,0.0,40.0,1.0,save,0,0,0,80.0,248.0,118.0,382.0,0,7.0,6.0,10.0,44.0,79.0,622.0,0,0,1,0,4.0,1,12.0,10.0,49.0,75.0,0,,SV189691006,1.0,0.0,248.0,620.0,227.0,80.0,16.0,27.0,801.97,1323.97,,,,,390.98,,,,,,1062.97,801.97,1323.97,390.98,390.98,390.98
EV1896902400,18969,3,P03,Save,ET0002,Save_Freeze,ED0029,Save_Glove,ED099,,,Defensive,ZN02,SQ1896900123,PL1896912301,EC18969002400,TV1896902400,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100222,6.0,42.0,6.0,42.0,402.0,402.0,3198.0,3198.0,4998.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896902399,Shot,Shot_OnNetSaved,Platinum,0,EV1896902401,Stoppage,Stoppage_Play,Velodrome,1,0.0,1.0,40.0,0.0,48.0,1.0,save,0,0,0,54.0,274.0,77.0,423.0,0,0.0,2.0,8.0,9.0,13.0,213.0,0,0,1,0,2.0,1,1.0,4.0,15.0,29.0,0,,SV189691047,1.0,0.0,646.0,274.0,54.0,201.0,42.0,1.0,1038.98,,,,,,352.0,,,,,,1038.98,1038.98,1038.98,352.0,352.0,352.0
EV1896901345,18969,1,P01,Save,ET0002,Save_Rebound,ED0031,Save_Shoulder,,,,Defensive,ZN02,SQ1896900026,PL1896902603,EC18969001345,TV1896901345,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100108",P100117,6.0,2.0,6.0,2.0,362.0,362.0,838.0,838.0,838.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901344,Shot,Shot_OnNetSaved,Platinum,0,EV1896901346,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,5.0,0.0,9.0,1.0,save,0,0,0,14.0,314.0,28.0,472.0,0,5.0,9.0,10.0,4.0,20.0,391.0,0,0,1,0,2.0,1,5.0,7.0,12.0,20.0,0,,SV189691096,0.0,1.0,686.0,314.0,14.0,161.0,39.0,5.0,1022.98,352.98,,,,,582.97,,,,,,687.98,352.98,1022.98,582.97,582.97,582.97
EV1896901889,18969,2,P02,Save,ET0002,Save_Freeze,ED0029,Save_Glove,ED099,,,Defensive,ZN02,SQ1896900074,PL1896907401,EC18969001889,TV1896901889,Platinum,N10008,Velodrome,N10010,0.0,"P100030,P100202",P100132,5.0,57.0,5.0,57.0,357.0,357.0,2043.0,2043.0,2943.0,1200,900,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896901888,Shot,Shot_OnNetSaved,Velodrome,0,EV1896901890,Stoppage,Stoppage_Play,Platinum,1,0.0,0.0,1.0,0.0,6.0,1.0,save,0,0,0,9.0,319.0,18.0,482.0,0,3.0,7.0,15.0,20.0,46.0,337.0,0,0,1,0,1.0,1,10.0,17.0,17.0,30.0,0,,SV189691106,0.0,0.0,319.0,691.0,156.0,9.0,44.0,9.0,537.98,1104.97,,,,,255.0,,,,,,821.475,537.98,1104.97,255.0,255.0,255.0
EV1896902415,18969,3,P03,Save,ET0002,Save_Rebound,ED0031,Save_LeftPad,ED100,,,Defensive,ZN02,SQ1896900119,PL1896911914,EC18969002415,TV1896902415,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100027,5.0,56.0,5.0,56.0,356.0,356.0,3244.0,3244.0,5044.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896902414,Shot,Shot_OnNetSaved,Platinum,0,EV1896902416,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,8.0,0.0,10.0,1.0,goal,0,0,0,8.0,320.0,11.0,489.0,0,4.0,14.0,16.0,63.0,79.0,622.0,0,0,1,0,4.0,1,11.0,24.0,18.0,37.0,0,,SV189691113,0.0,0.0,692.0,320.0,8.0,155.0,1.0,8.0,1022.98,,,,,,333.98,,,,,,1022.98,1022.98,1022.98,333.98,333.98,333.98
EV1896901367,18969,1,P01,Save,ET0002,Save_Rebound,ED0031,Save_RightPad,ED102,,,Defensive,ZN02,SQ1896900030,PL1896903002,EC18969001367,TV1896901367,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100023,5.0,10.0,5.0,10.0,310.0,310.0,890.0,890.0,890.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB03,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901366,Shot,Shot_OnNetSaved,Platinum,0,EV1896901368,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,37.0,0.0,61.0,1.0,save,0,0,0,107.0,38.0,170.0,40.0,0,3.0,6.0,7.0,3.0,15.0,75.0,0,0,0,0,0.0,1,1.0,2.0,10.0,16.0,0,,SV189691164,1.0,0.0,38.0,366.0,107.0,109.0,19.0,21.0,916.98,,,,,,590.99,,,,,,916.98,916.98,916.98,590.99,590.99,590.99
EV1896901931,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_Stick,ED104,,,Defensive,ZN02,SQ1896900103,PL1896910311,EC18969001931,TV1896901931,Platinum,N10008,Velodrome,N10010,0.0,"P100107,P100202",P100039,4.0,33.0,4.0,33.0,273.0,273.0,2127.0,2127.0,3027.0,1200,900,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Nicole Downs,N20252026F,4.0,,,,,,,,,TB04,STR01,2.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901930,Shot,Shot_OnNetSaved,Velodrome,0,EV1896901932,Rebound,Rebound_TeamRecovered,Platinum,1,0.0,0.0,0.0,0.0,3.0,1.0,save,0,0,0,70.0,75.0,108.0,102.0,0,13.0,17.0,14.0,54.0,58.0,911.0,0,0,1,0,1.0,1,2.0,4.0,37.0,60.0,0,,SV189691226,0.0,0.0,403.0,75.0,72.0,70.0,16.0,1.0,404.99,836.97,,,,,471.0,,,,,,620.98,404.99,836.97,471.0,471.0,471.0
EV1896902459,18969,3,P03,Save,ET0002,Save_Freeze,ED0029,Save_Chest,ED098,,,Defensive,ZN02,SQ1896900129,PL1896912901,EC18969002459,TV1896902459,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100024,4.0,33.0,4.0,33.0,273.0,273.0,3327.0,3327.0,5127.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896902458,Shot,Shot_OnNetSaved,Platinum,0,EV1896902460,Stoppage,Stoppage_Play,Velodrome,1,0.0,1.0,7.0,0.0,9.0,1.0,save,0,0,0,70.0,75.0,104.0,106.0,0,13.0,21.0,14.0,31.0,42.0,672.0,0,0,1,0,2.0,1,2.0,8.0,37.0,64.0,0,,SV189691230,0.0,0.0,75.0,403.0,70.0,72.0,16.0,1.0,754.98,,,,,,82.99000000000001,,,,,,754.98,754.98,754.98,82.99000000000001,82.99000000000001,82.99000000000001
EV1896901384,18969,1,P01,Save,ET0002,Save_Freeze,ED0029,Save_Chest,ED098,,,Defensive,ZN02,SQ1896900035,PL1896903501,EC18969001384,TV1896901384,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100093",P100022,4.0,26.0,4.0,26.0,266.0,266.0,934.0,934.0,934.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896901383,Shot,Shot_OnNetSaved,Platinum,0,EV1896901385,Stoppage,Stoppage_Play,Velodrome,1,0.0,1.0,6.0,0.0,5.0,1.0,save,0,0,0,63.0,82.0,94.0,116.0,0,20.0,31.0,1.0,2.0,2.0,0.0,0,1,1,0,1.0,1,0.0,2.0,0.0,2.0,0,,SV189691240,0.0,1.0,82.0,410.0,63.0,65.0,6.0,1.0,754.98,286.0,,,,,368.99,,,,,,520.49,286.0,754.98,368.99,368.99,368.99
EV1896901941,18969,2,P02,Save,ET0002,Save_Freeze,ED0029,Save_Glove,ED099,,,Defensive,ZN02,SQ1896900077,PL1896907701,EC18969001941,TV1896901941,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100023,4.0,20.0,4.0,20.0,260.0,260.0,2140.0,2140.0,3040.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896901940,Shot,Shot_OnNetSaved,Platinum,0,EV1896901942,Stoppage,Stoppage_Play,Velodrome,1,0.0,0.0,12.0,0.0,6.0,1.0,save,0,0,0,57.0,88.0,88.0,122.0,0,3.0,2.0,7.0,19.0,19.0,639.0,0,1,1,0,1.0,1,6.0,8.0,6.0,8.0,0,,SV189691246,3.0,0.0,88.0,416.0,57.0,59.0,5.0,13.0,754.98,,,,,,428.99,,,,,,754.98,754.98,754.98,428.99,428.99,428.99
EV1896902464,18969,3,P03,Save,ET0002,Save_Freeze,ED0029,Save_Chest,ED098,,,Defensive,ZN02,SQ1896900126,PL1896912601,EC18969002464,TV1896902464,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100198",P100022,4.0,8.0,4.0,8.0,248.0,248.0,3352.0,3352.0,5152.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896902463,Shot,Shot_OnNetSaved,Platinum,0,EV1896902465,Stoppage,Stoppage_Play,Velodrome,1,0.0,1.0,5.0,0.0,4.0,1.0,save,0,0,0,45.0,100.0,81.0,129.0,0,15.0,9.0,19.0,2.0,2.0,0.0,0,1,1,0,1.0,1,0.0,2.0,0.0,2.0,0,,SV189691253,0.0,0.0,100.0,428.0,45.0,47.0,12.0,1.0,754.98,560.98,,,,,368.99,,,,,,657.98,560.98,754.98,368.99,368.99,368.99
EV1896901391,18969,1,P01,Save,ET0002,Save_Rebound,ED0031,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900008,PL1896900806,EC18969001391,TV1896901391,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100201","P100022,P100110",4.0,3.0,4.0,3.0,243.0,243.0,957.0,957.0,957.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Garrett Ashcroft,N20252026F,4.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901390,Shot,Shot_OnNetSaved,Platinum,0,EV1896901392,Rebound,Rebound_TeamRecovered,Velodrome,1,0.0,0.0,14.0,0.0,19.0,1.0,save,0,0,0,40.0,105.0,76.0,134.0,0,20.0,14.0,24.0,60.0,60.0,698.0,0,1,1,1,2.0,1,5.0,7.0,5.0,7.0,0,,SV189691258,3.0,0.0,105.0,433.0,40.0,42.0,4.0,40.0,754.98,380.99,,,,,368.99,162.0,,,,,567.985,380.99,754.98,265.495,162.0,368.99
EV1896901951,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900079,PL1896907901,EC18969001951,TV1896901951,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100192,3.0,49.0,3.0,49.0,229.0,229.0,2171.0,2171.0,3071.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901950,Shot,Shot_OnNetSaved,Platinum,0,EV1896901952,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,11.0,0.0,24.0,1.0,save,0,0,0,26.0,119.0,56.0,154.0,0,1.0,4.0,3.0,9.0,23.0,296.0,0,0,1,0,2.0,1,1.0,3.0,8.0,13.0,0,,SV189691278,0.0,0.0,119.0,447.0,26.0,28.0,18.0,26.0,570.98,,,,,,321.0,,,,,,570.98,570.98,570.98,321.0,321.0,321.0
EV1896902476,18969,3,P03,Save,ET0002,Save_Rebound,ED0031,Save_Glove,ED099,,,Defensive,ZN02,SQ1896900119,PL1896911914,EC18969002476,TV1896902476,Platinum,N10008,Velodrome,N10010,0.0,"P100023,P100202",P100001,3.0,38.0,3.0,38.0,218.0,218.0,3382.0,3382.0,5182.0,2400,1800,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896902475,Shot,Shot_OnNetSaved,Velodrome,0,EV1896902477,Rebound,Rebound_OppTeamRecovered,Platinum,1,0.0,0.0,15.0,0.0,30.0,1.0,goal,0,0,0,15.0,130.0,31.0,179.0,0,2.0,4.0,4.0,74.0,79.0,622.0,0,0,1,0,4.0,1,0.0,2.0,8.0,16.0,0,,SV189691303,0.0,0.0,458.0,130.0,17.0,15.0,29.0,15.0,244.99,652.97,,,,,537.97,,,,,,448.98,244.99,652.97,537.97,537.97,537.97
EV1896902491,18969,3,P03,Save,ET0002,Save_Rebound,ED0031,Save_Chest,ED098,,,Defensive,ZN02,SQ1896900119,PL1896911916,EC18969002491,TV1896902491,Platinum,N10008,Velodrome,N10010,0.0,P100016,P100023,3.0,22.0,3.0,22.0,202.0,202.0,3398.0,3398.0,5198.0,2400,1800,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896902490,Shot,Shot_OnNetSaved,Platinum,0,EV1896902492,Rebound,Rebound_ShotGenerated,Velodrome,1,0.0,0.0,1.0,0.0,3.0,1.0,goal,0,0,0,1.0,1.0,4.0,8.0,0,4.0,13.0,9.0,77.0,79.0,622.0,0,0,1,0,4.0,1,13.0,32.0,24.0,55.0,0,,SV189691342,0.0,1.0,1.0,474.0,-1.0,1.0,1.0,2.0,523.98,,,,,,197.99,,,,,,523.98,523.98,523.98,197.99,197.99,197.99
EV1896901971,18969,2,P02,Save,ET0002,Save_Rebound,ED0031,Save_LeftPad,ED100,,,Defensive,ZN02,SQ1896900079,PL1896907901,EC18969001971,TV1896901971,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100093",P100023,3.0,17.0,3.0,17.0,197.0,197.0,2203.0,2203.0,3103.0,1200,900,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896901970,Shot,Shot_OnNetSaved,Platinum,0,EV1896901972,Rebound,Rebound_OppTeamRecovered,Velodrome,1,0.0,0.0,3.0,0.0,3.0,1.0,goal,0,0,0,3.0,4.0,4.0,5.0,0,9.0,22.0,14.0,21.0,23.0,296.0,0,0,1,0,2.0,1,18.0,41.0,29.0,64.0,0,,SV189691351,0.0,1.0,6.0,4.0,-1.0,3.0,3.0,3.0,523.98,129.0,,,,,197.99,,,,,,326.49,129.0,523.98,197.99,197.99,197.99
EV1896901431,18969,1,P01,Save,ET0002,Save_Freeze,ED0029,Save_Glove,ED099,,,Defensive,ZN02,SQ1896900045,PL1896904501,EC18969001431,TV1896901431,Platinum,N10008,Velodrome,N10010,0.0,"P100016,P100201",,2.0,50.0,2.0,50.0,170.0,170.0,1030.0,1030.0,1030.0,0,0,a,,Velodrome,Offensive,Defensive,event_player_1,Defensive,1,e1,39.0,5v5,,,,,0,0,Wyatt Crandall,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV02,,0,0,0,,,,EV1896901430,Shot,Shot_OnNetSaved,Velodrome,1,EV1896901432,Stoppage,Stoppage_Play,Velodrome,1,0.0,0.0,26.0,0.0,34.0,1.0,save,0,0,0,,24.0,,8.0,0,2.0,2.0,41.0,3.0,6.0,166.0,0,0,1,0,2.0,2,7.0,5.0,7.0,5.0,0,,SV189691363,0.0,2.0,33.0,24.0,-1.0,-1.0,24.0,30.0,512.98,180.99,,,,,,,,,,,346.985,180.99,512.98,,,
EV1896902515,18969,3,P03,Save,ET0002,Save_Rebound,ED0031,Save_Butterfly,ED097,,,Defensive,ZN02,SQ1896900130,PL1896913001,EC18969002515,TV1896902515,Platinum,N10008,Velodrome,N10010,0.0,P100202,P100001,2.0,24.0,2.0,24.0,144.0,144.0,3456.0,3456.0,5256.0,2400,1800,h,,Platinum,Offensive,Defensive,event_player_1,Defensive,1,e1,99.0,5v5,,,,,0,0,Francis Forte,N20252026F,6.0,,,,,,,,,TB04,STR01,5.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SV01,,0,0,0,,,,EV1896902514,Shot,Shot_OnNetSaved,Velodrome,0,EV1896902516,Rebound,Rebound_TeamRecovered,Platinum,1,0.0,0.0,31.0,0.0,42.0,1.0,save,0,0,0,,50.0,,43.0,0,1.0,2.0,12.0,8.0,17.0,133.0,0,0,1,0,1.0,1,4.0,6.0,6.0,12.0,0,,SV189691398,0.0,0.0,50.0,59.0,-1.0,-1.0,26.0,4.0,428.97,,,,,,495.97,,,,,,428.97,428.97,428.97,495.97,495.97,495.97
