tracking_event_key,game_id,period,period_id,event_start_min,event_start_sec,event_end_min,event_end_sec,time_start_total_seconds,time_end_total_seconds,running_video_time,event_running_start,event_running_end,event_team_zone,event_zone_id,home_team_zone,home_zone_id,away_team_zone,away_zone_id,x_coord,y_coord,rink_zone,season_id,time_bucket_id,strength_id
TV1897701752,18977,2,P02,5.0,11.0,5.0,11.0,311.0,311.0,2989.0,2089.0,2089.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1897701753,18977,2,P02,5.0,10.0,5.0,7.0,310.0,307.0,2990.0,2090.0,2093.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1897701754,18977,2,P02,5.0,7.0,5.0,7.0,307.0,307.0,2993.0,2093.0,2093.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1897701755,18977,2,P02,5.0,7.0,5.0,6.0,307.0,306.0,2993.0,2093.0,2094.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1897701756,18977,2,P02,5.0,6.0,5.0,6.0,306.0,306.0,2994.0,2094.0,2094.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1897701757,18977,2,P02,5.0,4.0,5.0,0.0,304.0,300.0,2996.0,2096.0,2100.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1897701758,18977,2,P02,5.0,0.0,5.0,0.0,300.0,300.0,3000.0,2100.0,2100.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1897701759,18977,2,P02,5.0,0.0,5.0,0.0,300.0,300.0,3000.0,2100.0,2100.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB03,STR01
TV1897701760,18977,2,P02,4.0,58.0,4.0,58.0,298.0,298.0,3002.0,2102.0,2102.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701761,18977,2,P02,4.0,58.0,4.0,56.0,298.0,296.0,3002.0,2102.0,2104.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701762,18977,2,P02,4.0,56.0,4.0,56.0,296.0,296.0,3004.0,2104.0,2104.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701763,18977,2,P02,4.0,56.0,4.0,55.0,296.0,295.0,3004.0,2104.0,2105.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701764,18977,2,P02,4.0,55.0,4.0,55.0,295.0,295.0,3005.0,2105.0,2105.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701765,18977,2,P02,4.0,55.0,4.0,53.0,295.0,293.0,3005.0,2105.0,2107.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701766,18977,2,P02,4.0,53.0,4.0,53.0,293.0,293.0,3007.0,2107.0,2107.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701767,18977,2,P02,4.0,53.0,4.0,53.0,293.0,293.0,3007.0,2107.0,2107.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701768,18977,2,P02,4.0,53.0,4.0,53.0,293.0,293.0,3007.0,2107.0,2107.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701769,18977,2,P02,4.0,50.0,4.0,47.0,290.0,287.0,3010.0,2110.0,2113.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701770,18977,2,P02,4.0,47.0,4.0,47.0,287.0,287.0,3013.0,2113.0,2113.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701771,18977,2,P02,4.0,44.0,4.0,44.0,284.0,284.0,3016.0,2116.0,2116.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701772,18977,2,P02,4.0,44.0,4.0,44.0,284.0,284.0,3016.0,2116.0,2116.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701773,18977,2,P02,4.0,42.0,4.0,40.0,282.0,280.0,3018.0,2118.0,2120.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701774,18977,2,P02,4.0,40.0,4.0,40.0,280.0,280.0,3020.0,2120.0,2120.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701775,18977,2,P02,4.0,39.0,4.0,39.0,279.0,279.0,3021.0,2121.0,2121.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701776,18977,2,P02,4.0,39.0,4.0,39.0,279.0,279.0,3021.0,2121.0,2121.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701777,18977,2,P02,4.0,38.0,4.0,38.0,278.0,278.0,3022.0,2122.0,2122.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701778,18977,2,P02,4.0,37.0,4.0,37.0,277.0,277.0,3023.0,2123.0,2123.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701779,18977,2,P02,4.0,37.0,4.0,37.0,277.0,277.0,3023.0,2123.0,2123.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701780,18977,2,P02,4.0,37.0,4.0,37.0,277.0,277.0,3023.0,2123.0,2123.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701781,18977,2,P02,4.0,37.0,4.0,14.0,277.0,254.0,3023.0,2123.0,2146.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701782,18977,2,P02,4.0,14.0,4.0,14.0,254.0,254.0,3046.0,2146.0,2146.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701783,18977,2,P02,4.0,12.0,4.0,12.0,252.0,252.0,3048.0,2148.0,2148.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701784,18977,2,P02,4.0,12.0,4.0,12.0,252.0,252.0,3048.0,2148.0,2148.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701785,18977,2,P02,4.0,10.0,4.0,10.0,250.0,250.0,3050.0,2150.0,2150.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701786,18977,2,P02,4.0,10.0,4.0,10.0,250.0,250.0,3050.0,2150.0,2150.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701787,18977,2,P02,4.0,9.0,4.0,3.0,249.0,243.0,3051.0,2151.0,2157.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701788,18977,2,P02,4.0,3.0,4.0,3.0,243.0,243.0,3057.0,2157.0,2157.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701789,18977,2,P02,4.0,0.0,3.0,38.0,240.0,218.0,3060.0,2160.0,2182.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701790,18977,2,P02,3.0,38.0,3.0,38.0,218.0,218.0,3082.0,2182.0,2182.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701791,18977,2,P02,3.0,36.0,3.0,36.0,216.0,216.0,3084.0,2184.0,2184.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701792,18977,2,P02,3.0,35.0,3.0,34.0,215.0,214.0,3085.0,2185.0,2186.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701793,18977,2,P02,3.0,34.0,3.0,32.0,214.0,212.0,3086.0,2186.0,2188.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701794,18977,2,P02,3.0,32.0,3.0,30.0,212.0,210.0,3088.0,2188.0,2190.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701795,18977,2,P02,3.0,29.0,3.0,29.0,209.0,209.0,3091.0,2191.0,2191.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701796,18977,2,P02,3.0,27.0,3.0,25.0,207.0,205.0,3093.0,2193.0,2195.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701797,18977,2,P02,3.0,25.0,3.0,25.0,205.0,205.0,3095.0,2195.0,2195.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701798,18977,2,P02,3.0,24.0,3.0,24.0,204.0,204.0,3096.0,2196.0,2196.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701799,18977,2,P02,3.0,24.0,3.0,24.0,204.0,204.0,3096.0,2196.0,2196.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701800,18977,2,P02,3.0,24.0,3.0,24.0,204.0,204.0,3096.0,2196.0,2196.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701801,18977,2,P02,3.0,24.0,3.0,4.0,204.0,184.0,3096.0,2196.0,2216.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701802,18977,2,P02,3.0,4.0,3.0,4.0,184.0,184.0,3116.0,2216.0,2216.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701803,18977,2,P02,3.0,3.0,2.0,57.0,183.0,177.0,3117.0,2217.0,2223.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701804,18977,2,P02,2.0,57.0,2.0,57.0,177.0,177.0,3123.0,2223.0,2223.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701805,18977,2,P02,2.0,57.0,2.0,57.0,177.0,177.0,3123.0,2223.0,2223.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701806,18977,2,P02,2.0,55.0,2.0,55.0,175.0,175.0,3125.0,2225.0,2225.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701807,18977,2,P02,2.0,53.0,2.0,53.0,173.0,173.0,3127.0,2227.0,2227.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701808,18977,2,P02,2.0,52.0,2.0,50.0,172.0,170.0,3128.0,2228.0,2230.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701809,18977,2,P02,2.0,50.0,2.0,50.0,170.0,170.0,3130.0,2230.0,2230.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701810,18977,2,P02,2.0,49.0,2.0,49.0,169.0,169.0,3131.0,2231.0,2231.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701811,18977,2,P02,2.0,46.0,2.0,43.0,166.0,163.0,3134.0,2234.0,2237.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701812,18977,2,P02,2.0,43.0,2.0,43.0,163.0,163.0,3137.0,2237.0,2237.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701813,18977,2,P02,2.0,43.0,2.0,43.0,163.0,163.0,3137.0,2237.0,2237.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701814,18977,2,P02,2.0,39.0,2.0,37.0,159.0,157.0,3141.0,2241.0,2243.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701815,18977,2,P02,2.0,37.0,2.0,37.0,157.0,157.0,3143.0,2243.0,2243.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701816,18977,2,P02,2.0,37.0,2.0,37.0,157.0,157.0,3143.0,2243.0,2243.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701817,18977,2,P02,2.0,30.0,2.0,30.0,150.0,150.0,3150.0,2250.0,2250.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701818,18977,2,P02,2.0,30.0,2.0,25.0,150.0,145.0,3150.0,2250.0,2255.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701819,18977,2,P02,2.0,25.0,2.0,25.0,145.0,145.0,3155.0,2255.0,2255.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701820,18977,2,P02,2.0,25.0,2.0,25.0,145.0,145.0,3155.0,2255.0,2255.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701821,18977,2,P02,2.0,25.0,2.0,25.0,145.0,145.0,3155.0,2255.0,2255.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701822,18977,2,P02,2.0,22.0,2.0,19.0,142.0,139.0,3158.0,2258.0,2261.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701823,18977,2,P02,2.0,19.0,2.0,19.0,139.0,139.0,3161.0,2261.0,2261.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701824,18977,2,P02,2.0,19.0,2.0,19.0,139.0,139.0,3161.0,2261.0,2261.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701825,18977,2,P02,2.0,15.0,2.0,13.0,135.0,133.0,3165.0,2265.0,2267.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701826,18977,2,P02,2.0,13.0,2.0,13.0,133.0,133.0,3167.0,2267.0,2267.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701827,18977,2,P02,2.0,11.0,2.0,11.0,131.0,131.0,3169.0,2269.0,2269.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701828,18977,2,P02,2.0,10.0,2.0,10.0,130.0,130.0,3170.0,2270.0,2270.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701829,18977,2,P02,2.0,10.0,2.0,10.0,130.0,130.0,3170.0,2270.0,2270.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701830,18977,2,P02,2.0,5.0,2.0,5.0,125.0,125.0,3175.0,2275.0,2275.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701831,18977,2,P02,2.0,4.0,2.0,4.0,124.0,124.0,3176.0,2276.0,2276.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701832,18977,2,P02,2.0,0.0,2.0,0.0,120.0,120.0,3180.0,2280.0,2280.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB04,STR01
TV1897701833,18977,2,P02,1.0,56.0,1.0,56.0,116.0,116.0,3184.0,2284.0,2284.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701834,18977,2,P02,1.0,56.0,1.0,56.0,116.0,116.0,3184.0,2284.0,2284.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701835,18977,2,P02,1.0,56.0,1.0,56.0,116.0,116.0,3184.0,2284.0,2284.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701836,18977,2,P02,1.0,56.0,1.0,56.0,116.0,116.0,3184.0,2284.0,2284.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701837,18977,2,P02,1.0,56.0,1.0,56.0,116.0,116.0,3184.0,2284.0,2284.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701838,18977,2,P02,1.0,52.0,1.0,52.0,112.0,112.0,3188.0,2288.0,2288.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701839,18977,2,P02,1.0,52.0,1.0,52.0,112.0,112.0,3188.0,2288.0,2288.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701840,18977,2,P02,1.0,52.0,1.0,47.0,112.0,107.0,3188.0,2288.0,2293.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701841,18977,2,P02,1.0,47.0,1.0,47.0,107.0,107.0,3193.0,2293.0,2293.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701842,18977,2,P02,1.0,43.0,1.0,43.0,103.0,103.0,3197.0,2297.0,2297.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701843,18977,2,P02,1.0,43.0,1.0,42.0,103.0,102.0,3197.0,2297.0,2298.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701844,18977,2,P02,1.0,42.0,1.0,39.0,102.0,99.0,3198.0,2298.0,2301.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701845,18977,2,P02,1.0,39.0,1.0,38.0,99.0,98.0,3201.0,2301.0,2302.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701846,18977,2,P02,1.0,38.0,1.0,38.0,98.0,98.0,3202.0,2302.0,2302.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701847,18977,2,P02,1.0,38.0,1.0,38.0,98.0,98.0,3202.0,2302.0,2302.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701848,18977,2,P02,1.0,38.0,1.0,38.0,98.0,98.0,3202.0,2302.0,2302.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701849,18977,2,P02,1.0,35.0,1.0,33.0,95.0,93.0,3205.0,2305.0,2307.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701850,18977,2,P02,1.0,33.0,1.0,33.0,93.0,93.0,3207.0,2307.0,2307.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701851,18977,2,P02,1.0,33.0,1.0,33.0,93.0,93.0,3207.0,2307.0,2307.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701852,18977,2,P02,1.0,32.0,1.0,32.0,92.0,92.0,3208.0,2308.0,2308.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701853,18977,2,P02,1.0,31.0,1.0,29.0,91.0,89.0,3209.0,2309.0,2311.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701854,18977,2,P02,1.0,29.0,1.0,29.0,89.0,89.0,3211.0,2311.0,2311.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701855,18977,2,P02,1.0,29.0,1.0,29.0,89.0,89.0,3211.0,2311.0,2311.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701856,18977,2,P02,1.0,29.0,1.0,29.0,89.0,89.0,3211.0,2311.0,2311.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701857,18977,2,P02,1.0,29.0,1.0,27.0,89.0,87.0,3211.0,2311.0,2313.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701858,18977,2,P02,1.0,27.0,1.0,24.0,87.0,84.0,3213.0,2313.0,2316.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701859,18977,2,P02,1.0,24.0,1.0,24.0,84.0,84.0,3216.0,2316.0,2316.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701860,18977,2,P02,1.0,24.0,1.0,24.0,84.0,84.0,3216.0,2316.0,2316.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701861,18977,2,P02,1.0,24.0,1.0,24.0,84.0,84.0,3216.0,2316.0,2316.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701862,18977,2,P02,1.0,24.0,1.0,22.0,84.0,82.0,3216.0,2316.0,2318.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701863,18977,2,P02,1.0,14.0,1.0,14.0,74.0,74.0,3226.0,2326.0,2326.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701864,18977,2,P02,1.0,14.0,1.0,14.0,74.0,74.0,3226.0,2326.0,2326.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701865,18977,2,P02,1.0,14.0,1.0,14.0,74.0,74.0,3226.0,2326.0,2326.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701866,18977,2,P02,1.0,14.0,1.0,12.0,74.0,72.0,3226.0,2326.0,2328.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701867,18977,2,P02,1.0,12.0,1.0,12.0,72.0,72.0,3228.0,2328.0,2328.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701868,18977,2,P02,1.0,12.0,1.0,12.0,72.0,72.0,3228.0,2328.0,2328.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701869,18977,2,P02,1.0,12.0,1.0,12.0,72.0,72.0,3228.0,2328.0,2328.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701870,18977,2,P02,1.0,12.0,0.0,41.0,72.0,41.0,3228.0,2328.0,2359.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701871,18977,2,P02,0.0,41.0,0.0,41.0,41.0,41.0,3259.0,2359.0,2359.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701872,18977,2,P02,0.0,40.0,0.0,40.0,40.0,40.0,3260.0,2360.0,2360.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701873,18977,2,P02,0.0,39.0,0.0,39.0,39.0,39.0,3261.0,2361.0,2361.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701874,18977,2,P02,0.0,39.0,0.0,39.0,39.0,39.0,3261.0,2361.0,2361.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701875,18977,2,P02,0.0,32.0,0.0,32.0,32.0,32.0,3268.0,2368.0,2368.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701876,18977,2,P02,0.0,31.0,0.0,31.0,31.0,31.0,3269.0,2369.0,2369.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701877,18977,2,P02,0.0,13.0,0.0,13.0,13.0,13.0,3287.0,2387.0,2387.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701878,18977,2,P02,0.0,11.0,0.0,9.0,11.0,9.0,3289.0,2389.0,2391.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701879,18977,2,P02,0.0,9.0,0.0,9.0,9.0,9.0,3291.0,2391.0,2391.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701880,18977,2,P02,0.0,9.0,0.0,9.0,9.0,9.0,3291.0,2391.0,2391.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701881,18977,2,P02,0.0,8.0,0.0,7.0,8.0,7.0,3292.0,2392.0,2393.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701882,18977,2,P02,0.0,7.0,0.0,5.0,7.0,5.0,3293.0,2393.0,2395.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701883,18977,2,P02,0.0,5.0,0.0,5.0,5.0,5.0,3295.0,2395.0,2395.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701884,18977,2,P02,0.0,5.0,0.0,5.0,5.0,5.0,3295.0,2395.0,2395.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701885,18977,2,P02,0.0,5.0,0.0,5.0,5.0,5.0,3295.0,2395.0,2395.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701886,18977,2,P02,0.0,3.0,0.0,1.0,3.0,1.0,3297.0,2397.0,2399.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701887,18977,2,P02,0.0,1.0,0.0,1.0,1.0,1.0,3299.0,2399.0,2399.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701888,18977,2,P02,0.0,1.0,0.0,0.0,1.0,0.0,3299.0,2399.0,2400.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB05,STR01
TV1897701889,18977,3,P03,38.0,26.0,37.0,16.0,2306.0,2236.0,3094.0,1294.0,1364.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701890,18977,3,P03,18.0,0.0,18.0,0.0,1080.0,1080.0,4320.0,2520.0,2520.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701891,18977,3,P03,17.0,59.0,17.0,56.0,1079.0,1076.0,4321.0,2521.0,2524.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701892,18977,3,P03,17.0,56.0,17.0,56.0,1076.0,1076.0,4324.0,2524.0,2524.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701893,18977,3,P03,17.0,55.0,17.0,53.0,1075.0,1073.0,4325.0,2525.0,2527.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701894,18977,3,P03,17.0,53.0,17.0,53.0,1073.0,1073.0,4327.0,2527.0,2527.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701895,18977,3,P03,17.0,53.0,17.0,51.0,1073.0,1071.0,4327.0,2527.0,2529.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701896,18977,3,P03,17.0,51.0,17.0,51.0,1071.0,1071.0,4329.0,2529.0,2529.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701897,18977,3,P03,17.0,52.0,17.0,52.0,1072.0,1072.0,4328.0,2528.0,2528.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701898,18977,3,P03,17.0,50.0,17.0,50.0,1070.0,1070.0,4330.0,2530.0,2530.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701899,18977,3,P03,17.0,48.0,17.0,48.0,1068.0,1068.0,4332.0,2532.0,2532.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701900,18977,3,P03,17.0,46.0,17.0,44.0,1066.0,1064.0,4334.0,2534.0,2536.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701901,18977,3,P03,17.0,44.0,17.0,44.0,1064.0,1064.0,4336.0,2536.0,2536.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701902,18977,3,P03,17.0,43.0,17.0,43.0,1063.0,1063.0,4337.0,2537.0,2537.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701903,18977,3,P03,17.0,43.0,17.0,43.0,1063.0,1063.0,4337.0,2537.0,2537.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701904,18977,3,P03,17.0,40.0,17.0,37.0,1060.0,1057.0,4340.0,2540.0,2543.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701905,18977,3,P03,17.0,37.0,17.0,37.0,1057.0,1057.0,4343.0,2543.0,2543.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
TV1897701906,18977,3,P03,17.0,33.0,17.0,33.0,1053.0,1053.0,4347.0,2547.0,2547.0,Neutral,,Neutral,,Neutral,,,,,N20252026F,TB01,STR01
