shift_id,game_id,shift_index,Period,shift_start_min,shift_start_sec,shift_end_min,shift_end_sec,shift_start_type,shift_stop_type,home_forward_1,home_forward_2,home_forward_3,home_defense_1,home_defense_2,home_xtra,home_goalie,away_forward_1,away_forward_2,away_forward_3,away_defense_1,away_defense_2,away_xtra,away_goalie,stoppage_time,home_ozone_start,home_ozone_end,home_dzone_start,home_dzone_end,home_nzone_start,home_nzone_end,home_team,away_team,shift_start_total_seconds,shift_end_total_seconds,shift_duration,home_team_strength,away_team_strength,home_team_en,away_team_en,home_team_pk,home_team_pp,away_team_pp,away_team_pk,situation,strength,home_goals,away_goals,home_team_plus,home_team_minus,away_team_plus,away_team_minus,period_start_total_running_seconds,running_video_time,shift_start_running_time,shift_end_running_time
S_18981_31,18981,31,1,5,02,3,33,,,79,7,44,80,8,,31,70,87,75,93,52,,39,0,,1,,,1,,Nelson,Velodrome,302,213,89,5,5,0,0,0,0,0,0,Full Strength,5v5,1,1,0,0,0,0,0,778,773,865
S_18981_32,18981,32,1,3,33,3,25,,,79,7,44,80,8,,31,70,91,24,93,52,,39,0,1,,,1,,,Nelson,Velodrome,213,205,8,5,5,0,0,0,0,0,0,Full Strength,5v5,1,1,0,0,0,0,0,867,862,873
S_18981_33,18981,33,1,3,25,3,12,,,79,15,44,80,23,,31,42,91,24,93,52,,39,0,,1,1,,,,Nelson,Velodrome,205,192,13,5,5,0,0,0,0,0,0,Full Strength,5v5,1,1,0,0,0,0,0,875,870,886
S_18981_34,18981,34,1,3,12,2,59,,,10,15,44,80,23,,31,42,91,24,93,52,,39,0,1,1,,,,,Nelson,Velodrome,192,179,13,5,5,0,0,0,0,0,0,Full Strength,5v5,1,1,0,0,0,0,0,888,883,899
S_18981_35,18981,35,1,2,59,2,48,,,10,15,44,80,23,,31,42,91,24,93,9,,39,0,1,,,,,1,Nelson,Velodrome,179,168,11,5,5,0,0,0,0,0,0,Full Strength,5v5,1,1,0,0,0,0,0,901,896,910
S_18981_36,18981,36,1,2,48,2,24,,Away Icing,10,15,44,37,23,,31,42,91,24,93,9,,39,0,,,,1,1,,Nelson,Velodrome,168,144,24,5,5,0,0,0,0,0,0,Full Strength,5v5,1,1,0,0,0,0,0,912,907,934
S_18981_37,18981,37,1,2,24,1,47,OtherFaceoff,Home Goalie Stopped (after Away SOG),10,3,16,37,23,,31,42,91,24,93,9,,39,0,,1,1,,,,Nelson,Velodrome,144,107,37,5,5,0,0,0,0,0,0,Full Strength,5v5,1,1,0,0,0,0,0,936,931,971
S_18981_38,18981,38,1,1,47,0,58,OtherFaceoff,Away Penalty,10,3,16,37,23,,31,42,91,24,84,9,,39,0,1,,,1,,,Nelson,Velodrome,107,58,49,5,5,0,0,0,0,0,0,Full Strength,5v5,1,1,0,0,0,0,0,973,968,1020
S_18981_39,18981,39,1,0,58,0,0.01,FaceoffAfterPenalty,Period End,10,3,16,80,8,,31,14,61,,84,52,,39,0,,,1,,,,Nelson,Velodrome,58,0.01,58,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,1,1,0,0,0,0,0,1022,1017,1078
S_18981_40,18981,40,1,0,0.01,,,Intermission,,,,,,,,,,,,,,,,0,,,,,1,,Nelson,Velodrome,0.01,0,0,0,0,1,1,0,0,0,0,Home EmptyNet,0v0 Home EN,1,1,0,0,0,0,0,1022,1017,1020
S_18981_41,18981,41,2,18,0,17,25,PeriodStart,Home Goal,10,3,16,80,8,,31,14,61,,84,52,,39,0,,,,1,,,Nelson,Velodrome,1080,1045,35,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,1,1,0,0,0,0,1152,1152,1147,1185
S_18981_42,18981,42,2,17,25,16,22,FaceoffAfterGoal,Home Icing,79,15,44,37,23,,31,70,87,75,22,93,,39,0,,1,,,1,,Nelson,Velodrome,1045,982,63,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,1187,1182,1248
S_18981_43,18981,43,2,16,22,15,34,OtherFaceoff,Away Penalty,79,15,44,37,23,,31,70,87,75,22,93,,39,0,1,,,1,,,Nelson,Velodrome,982,934,48,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,1250,1245,1296
S_18981_44,18981,44,2,15,34,14,25,FaceoffAfterPenalty,,79,15,44,37,23,,31,70,49,,22,93,,39,0,,1,1,,,,Nelson,Velodrome,934,865,69,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1298,1293,1365
S_18981_45,18981,45,2,14,25,14,14,,,79,15,44,37,23,,31,42,49,,9,93,,39,0,1,,,1,,,Nelson,Velodrome,865,854,11,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1367,1362,1376
S_18981_46,18981,46,2,14,14,14,00,,,79,3,44,37,23,,31,42,49,,9,93,,39,0,,1,1,,,,Nelson,Velodrome,854,840,14,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1378,1373,1390
S_18981_47,18981,47,2,14,00,13,34,,,10,3,44,37,23,,31,42,49,,9,93,,39,0,1,,,1,,,Nelson,Velodrome,840,814,26,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1392,1387,1416
S_18981_48,18981,48,2,13,34,12,36,,,10,3,44,37,80,,31,42,49,,9,93,,39,0,,1,1,,,,Nelson,Velodrome,814,756,58,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1418,1413,1474
S_18981_49,18981,49,2,12,36,12,24,,,10,3,44,80,8,,31,42,24,,9,93,,39,0,1,,,1,,,Nelson,Velodrome,756,744,12,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1476,1471,1486
S_18981_50,18981,50,2,12,24,12,05,,,10,7,44,80,8,,31,42,24,,9,93,,39,0,,1,1,,,,Nelson,Velodrome,744,725,19,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1488,1483,1505
S_18981_51,18981,51,2,12,05,11,07,,,10,7,16,80,8,,31,70,91,24,52,84,,39,0,1,1,,,,,Nelson,Velodrome,725,667,58,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,1507,1502,1563
S_18981_52,18981,52,2,11,07,10,55,,,10,7,16,80,8,,31,49,91,24,52,84,,39,0,1,1,,,,,Nelson,Velodrome,667,655,12,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,1565,1560,1575
S_18981_53,18981,53,2,10,55,10,39,,,10,15,16,80,8,,31,49,91,24,52,84,,39,0,1,,,1,,,Nelson,Velodrome,655,639,16,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,1577,1572,1591
S_18981_54,18981,54,2,10,39,10,35,DelayedPenalty,Away Penalty,10,15,16,80,8,79,,49,91,24,52,84,,39,0,,,1,1,,,Nelson,Velodrome,639,635,4,6,5,1,0,0,0,0,0,Home EmptyNet,6v5 Home EN,2,1,0,0,0,0,1152,1593,1588,1595
S_18981_55,18981,55,2,10,35,9,20,FaceoffAfterPenalty,,79,15,16,37,23,7,31,14,61,,52,84,,39,0,,1,1,,,,Nelson,Velodrome,635,560,75,6,4,0,0,0,1,0,1,Home PowerPlay,6v4,2,1,0,0,0,0,1152,1597,1592,1670
S_18981_56,18981,56,2,9,20,8,30,,Away Goalie Stopped (after Home SOG),79,15,44,37,23,,31,14,61,,52,22,,39,0,1,,,1,,,Nelson,Velodrome,560,510,50,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1672,1667,1720
S_18981_57,18981,57,2,8,30,7,29,OtherFaceoff,,79,3,44,37,23,,31,87,75,,93,22,,39,0,,,1,1,,,Nelson,Velodrome,510,449,61,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1722,1717,1781
S_18981_58,18981,58,2,7,29,7,21,,Away Goalie Stopped (after Home SOG),10,3,44,37,23,,31,87,75,,93,22,,39,0,,,1,1,,,Nelson,Velodrome,449,441,8,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1783,1778,1789
S_18981_59,18981,59,2,7,21,6,39,OtherFaceoff,,10,3,44,80,8,,31,87,75,,93,9,,39,0,,1,1,,,,Nelson,Velodrome,441,399,42,5,4,0,0,0,1,0,1,Home PowerPlay,5v4,2,1,0,0,0,0,1152,1791,1786,1831
S_18981_60,18981,60,2,6,39,6,11,,,10,3,44,80,8,,31,70,87,75,93,9,,39,0,1,1,,,,,Nelson,Velodrome,399,371,28,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,1833,1828,1859
S_18981_61,18981,61,2,6,11,5,21,,Home Offside,10,7,44,80,8,,31,70,87,75,93,9,,39,0,1,,,,,1,Nelson,Velodrome,371,321,50,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,1861,1856,1909
S_18981_62,18981,62,2,5,21,4,27,OtherFaceoff,Away Goalie Stopped (after Home SOG),79,15,16,80,8,,31,42,91,24,84,9,,39,0,,,,1,1,,Nelson,Velodrome,321,267,54,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,1911,1906,1963
S_18981_63,18981,63,2,4,27,3,35,OtherFaceoff,,79,15,16,37,23,,31,42,91,24,84,52,,39,0,,,1,1,,,Nelson,Velodrome,267,215,52,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,1965,1960,2015
S_18981_64,18981,64,2,3,35,3,32,,Puck Out of Play,10,15,16,37,23,,31,42,91,24,84,52,,39,0,,,1,1,,,Nelson,Velodrome,215,212,3,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,2017,2012,2018
S_18981_65,18981,65,2,3,32,2,14,OtherFaceoff,,10,3,44,37,23,,31,42,91,24,22,52,,39,0,,1,1,,,,Nelson,Velodrome,212,134,78,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,2020,2015,2096
S_18981_66,18981,66,2,2,14,2,07,,,10,3,44,37,23,41.4,31,49,91,24,22,52,,39,0,1,1,,,,,Nelson,Velodrome,134,127,7,6,5,0,0,0,1,0,1,Home PowerPlay,6v5,2,1,0,0,0,0,1152,2098,2093,2103
S_18981_67,18981,67,2,2,07,2,02,,,10,3,44,37,23,,31,49,14,24,22,52,,39,0,1,1,,,,,Nelson,Velodrome,127,122,5,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,2105,2100,2108
S_18981_68,18981,68,2,2,02,1,55,,,10,3,44,37,23,,31,49,14,24,93,52,,39,0,1,,,,,1,Nelson,Velodrome,122,115,7,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,2110,2105,2115
S_18981_69,18981,69,2,1,55,1,38,,,10,3,44,37,23,,31,49,14,61,93,52,,39,0,,1,,,1,,Nelson,Velodrome,115,98,17,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,2117,2112,2132
S_18981_70,18981,70,2,1,38,0,59,,,10,7,44,37,23,,31,49,14,61,93,52,,39,0,1,,,1,,,Nelson,Velodrome,98,59,39,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,2134,2129,2171
S_18981_71,18981,71,2,0,59,0,44,,,10,7,16,37,23,,31,49,14,61,93,52,,39,0,,1,1,,,,Nelson,Velodrome,59,44,15,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,2173,2168,2186
S_18981_72,18981,72,2,0,44,0,22,,,79,7,16,80,8,,31,49,14,61,93,52,,39,0,1,1,,,,,Nelson,Velodrome,44,22,22,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,2188,2183,2208
S_18981_73,18981,73,2,0,22,0,0.01,,Period End,79,7,16,80,8,,31,49,14,61,93,9,,39,0,1,,,1,,,Nelson,Velodrome,22,0.01,22,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,1152,2210,2205,2230
S_18981_74,18981,74,2,0,0.01,,,Intermission,,,,,,,,31,,,,,,,39,0,,,,,1,,Nelson,Velodrome,0.01,0,0,0,0,0,0,0,0,0,0,,0v0,2,1,0,0,0,0,1152,2210,2205,2208
S_18981_75,18981,75,3,18,0,17,02,PeriodStart,,79,15,16,80,8,,31,70,87,75,84,9,,39,0,,1,,,,,Nelson,Velodrome,1080,1022,58,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2302,2297,2358
S_18981_76,18981,76,3,17,02,16,38,,,79,15,16,80,8,,31,70,87,75,84,22,,39,0,1,,,,,1,Nelson,Velodrome,1022,998,24,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2360,2355,2382
S_18981_77,18981,77,3,16,38,16,34,,,79,3,16,80,8,,31,70,87,75,84,22,,39,0,,1,,,1,,Nelson,Velodrome,998,994,4,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2384,2379,2386
S_18981_78,18981,78,3,16,34,16,19,,,79,3,44,80,8,,31,70,87,75,84,22,,39,0,1,1,,,,,Nelson,Velodrome,994,979,15,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2388,2383,2401
S_18981_79,18981,79,3,16,19,16,01,,,79,3,44,80,8,,31,70,87,75,52,22,,39,0,1,,,1,,,Nelson,Velodrome,979,961,18,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2403,2398,2419
S_18981_80,18981,80,3,16,01,15,31,,Home Goalie Stopped (after Away SOG),10,3,44,80,8,,31,70,87,75,52,22,,39,0,,1,1,,,,Nelson,Velodrome,961,931,30,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2421,2416,2449
S_18981_81,18981,81,3,15,31,14,28,OtherFaceoff,,10,7,44,37,23,,31,42,91,24,52,22,,39,0,1,1,,,,,Nelson,Velodrome,931,868,63,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2451,2446,2512
S_18981_82,18981,82,3,14,28,13,19,,,10,7,44,37,23,,31,42,91,24,52,9,,39,0,1,1,,,,,Nelson,Velodrome,868,799,69,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2514,2509,2581
S_18981_83,18981,83,3,13,19,13,15,,Away Goalie Stopped (after Home SOG),10,7,44,37,23,,31,42,14,24,93,9,,39,0,1,,,1,,,Nelson,Velodrome,799,795,4,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2583,2578,2585
S_18981_84,18981,84,3,13,15,11,50,OtherFaceoff,Home Goalie Stopped (after Away SOG),79,15,16,80,8,,31,49,14,61,93,84,,39,0,,1,1,,,,Nelson,Velodrome,795,710,85,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2587,2582,2670
S_18981_85,18981,85,3,11,50,10,56,OtherFaceoff,,79,3,16,80,8,,31,49,14,61,93,84,,39,0,1,,,1,,,Nelson,Velodrome,710,656,54,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2672,2667,2724
S_18981_86,18981,86,3,10,56,10,37,,,10,3,16,80,8,,31,49,14,61,93,84,,39,0,,,1,,,1,Nelson,Velodrome,656,637,19,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2726,2721,2743
S_18981_87,18981,87,3,10,37,10,32,,,10,3,44,80,8,,31,49,14,61,93,84,,39,0,,1,,,1,,Nelson,Velodrome,637,632,5,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2745,2740,2748
S_18981_88,18981,88,3,10,32,10,25,,Home Goalie Stopped (after Away SOG),10,3,44,80,8,,31,49,14,61,93,52,,39,0,1,1,,,,,Nelson,Velodrome,632,625,7,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2750,2745,2755
S_18981_89,18981,89,3,10,25,8,30,OtherFaceoff,,10,7,44,37,23,,31,70,87,75,22,52,,39,0,1,,,,,1,Nelson,Velodrome,625,510,115,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2757,2752,2870
S_18981_90,18981,90,3,8,30,8,12,,,10,15,44,37,23,40.2,31,70,87,75,22,52,,39,0,,1,,,1,,Nelson,Velodrome,510,492,18,6,5,0,0,0,1,0,1,Home PowerPlay,6v5,2,1,0,0,0,0,2302,2872,2867,2888
S_18981_91,18981,91,3,8,12,7,53,,Home Goalie Stopped (after Away SOG),10,15,44,37,23,,31,70,87,75,22,9,,39,0,1,1,,,,,Nelson,Velodrome,492,473,19,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2890,2885,2907
S_18981_92,18981,92,3,7,53,7,08,OtherFaceoff,,79,15,16,80,8,,31,70,91,24,84,9,,39,0,1,1,,,,,Nelson,Velodrome,473,428,45,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2909,2904,2952
S_18981_93,18981,93,3,7,08,6,45,,,79,15,16,80,8,,31,42,91,24,84,9,,39,0,1,,,1,,,Nelson,Velodrome,428,405,23,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2954,2949,2975
S_18981_94,18981,94,3,6,45,6,36,,,79,3,16,80,8,,31,42,91,24,84,9,,39,0,,1,1,,,,Nelson,Velodrome,405,396,9,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2977,2972,2984
S_18981_95,18981,95,3,6,36,6,18,,,79,3,16,80,8,,31,42,91,24,84,93,,39,0,1,1,,,,,Nelson,Velodrome,396,378,18,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,2986,2981,3002
S_18981_96,18981,96,3,6,18,6,10,,,79,3,16,80,8,,31,42,14,24,52,93,,39,0,1,1,,,,,Nelson,Velodrome,378,370,8,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,3004,2999,3010
S_18981_97,18981,97,3,6,10,5,59,,Home Icing,10,3,16,80,8,,31,42,14,24,52,93,,39,0,1,1,,,,,Nelson,Velodrome,370,359,11,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,3012,3007,3021
S_18981_98,18981,98,3,5,59,5,18,OtherFaceoff,Away Goalie Stopped (after Home SOG),10,3,44,37,23,41.4,31,42,14,24,52,93,,39,0,1,,,1,,,Nelson,Velodrome,359,318,41,6,5,0,0,0,1,0,1,Home PowerPlay,6v5,2,1,0,0,0,0,2302,3023,3018,3062
S_18981_99,18981,99,3,5,18,3,45,OtherFaceoff,,10,7,44,37,23,,31,49,14,61,52,93,,39,0,,1,1,,,,Nelson,Velodrome,318,225,93,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,3064,3059,3155
S_18981_100,18981,100,3,3,45,3,30,,,10,15,44,37,23,,31,49,14,61,52,22,,39,0,1,1,,,,,Nelson,Velodrome,225,210,15,5,5,0,0,0,0,0,0,Full Strength,5v5,2,1,0,0,0,0,2302,3157,3152,3170
S_18981_101,18981,101,3,3,30,3,21,DelayedPenalty,Home Penalty,10,15,44,37,23,,31,49,14,61,9,22,87,,0,1,1,,,,,Nelson,Velodrome,210,201,9,5,6,0,1,0,0,0,0,Away EmptyNet,5v6 Away EN,2,1,0,0,0,0,2302,3172,3167,3179
S_18981_102,18981,102,3,3,21,1,54,FaceoffAfterPenalty,Puck Out of Play,79,15,,80,8,,31,70,87,75,84,22,,39,0,1,,,,,1,Nelson,Velodrome,201,114,87,4,5,0,0,1,0,1,0,Away PowerPlay,4v5,2,1,0,0,0,0,2302,3181,3176,3266
S_18981_103,18981,103,3,1,54,1,20,OtherFaceoff,,10,15,,80,8,,31,70,87,75,52,22,,39,0,,1,,,1,,Nelson,Velodrome,114,80,34,4,5,0,0,1,0,1,0,Away PowerPlay,4v5,2,1,0,0,0,0,2302,3268,3263,3300
S_18981_104,18981,104,3,1,20,0,46,,Offset Penalty,10,15,,80,8,,31,70,87,75,52,22,42,,0,1,1,,,,,Nelson,Velodrome,80,46,34,4,6,0,1,0,0,0,0,Away EmptyNet,4v6 Away EN,2,1,0,0,0,0,2302,3302,3297,3334
S_18981_105,18981,105,3,0,46,0,0.01,,GameEnd,10,15,,37,8,,31,70,42,75,52,22,49,,0,1,,,,,,Nelson,Velodrome,46,0.01,46,4,6,0,1,0,0,0,0,Away EmptyNet,4v6 Away EN,2,1,0,0,0,0,2364,3398,3393,3442
S_18981_106,18981,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_18987_1,18987,1,1,18,00,16,53,GameStart,,70,14,75,91,9,,39,77,13,68,4,25,,30,0,,,,,1,1,Velodrome,Outlaws,1080,1013,67,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,0,0,70
S_18987_2,18987,2,1,16,53,16,49,,,70,14,75,91,9,,39,77,13,68,44,25,,30,0,,1,,,1,,Velodrome,Outlaws,1013,1009,4,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,67,62,69
S_18987_3,18987,3,1,16,49,16,40,,,42,55,75,91,22,,39,3,13,68,44,18,,30,0,1,,,1,,,Velodrome,Outlaws,1009,1000,9,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,71,66,78
S_18987_4,18987,4,1,16,40,16,33,,,42,55,24,91,22,,39,3,13,68,44,18,,30,0,,,1,1,,,Velodrome,Outlaws,1000,993,7,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,80,75,85
S_18987_5,18987,5,1,16,33,16,24,,,42,55,24,91,22,0,39,3,56,68,44,18,,30,0,,,1,,,1,Velodrome,Outlaws,993,984,9,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,87,82,94
S_18987_6,18987,6,1,16,24,15,49,,Home Goalie Stopped (after Away SOG),42,55,24,84,22,,39,3,56,12,44,18,,30,0,,,,1,1,,Velodrome,Outlaws,984,949,35,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,96,91,129
S_18987_7,18987,7,1,15,49,14,58,OtherFaceoff,,42,55,24,84,22,,39,91,56,12,44,18,,30,19,,,1,,,1,Velodrome,Outlaws,949,898,51,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,131,126,180
S_18987_8,18987,8,1,14,58,14,25,,,42,61,24,84,22,,39,91,56,89,44,18,,30,0,,,,1,1,,Velodrome,Outlaws,898,865,33,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,182,177,213
S_18987_9,18987,9,1,14,25,14,14,,,42,61,14,84,22,,39,91,56,89,4,25,,30,0,,,1,1,,,Velodrome,Outlaws,865,854,11,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,215,210,224
S_18987_10,18987,10,1,14,14,14,01,,,70,61,14,84,22,,39,91,56,89,4,25,,30,0,,,1,,,1,Velodrome,Outlaws,854,841,13,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,226,221,237
S_18987_11,18987,11,1,14,01,13,45,,,70,61,14,84,22,,39,77,80,89,4,25,,30,0,,,,,1,1,Velodrome,Outlaws,841,825,16,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,239,234,253
S_18987_12,18987,12,1,13,45,13,17,,,70,61,14,91,9,,39,77,80,89,4,25,,30,0,,1,,,1,,Velodrome,Outlaws,825,797,28,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,255,250,281
S_18987_13,18987,13,1,13,17,12,36,,,70,75,14,91,9,,39,77,80,68,4,25,,30,0,1,,,,,1,Velodrome,Outlaws,797,756,41,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,283,278,322
S_18987_14,18987,14,1,12,36,12,11,,,70,75,55,91,9,,39,77,80,68,4,25,,30,0,,1,,,1,,Velodrome,Outlaws,756,731,25,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,324,319,347
S_18987_15,18987,15,1,12,11,11,59,,,42,75,55,91,9,,39,77,13,68,4,25,,30,0,1,,,1,,,Velodrome,Outlaws,731,719,12,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,349,344,359
S_18987_16,18987,16,1,11,59,11,40,,,42,75,55,91,9,,39,77,13,68,44,18,,30,0,,,1,1,,,Velodrome,Outlaws,719,700,19,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,361,356,378
S_18987_17,18987,17,1,11,40,11,30,,,42,24,55,91,9,,39,77,13,68,44,18,,30,0,,1,1,,,,Velodrome,Outlaws,700,690,10,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,380,375,388
S_18987_18,18987,18,1,11,30,11,05,,,42,24,55,84,9,,39,77,13,68,44,18,,30,0,1,,,,,1,Velodrome,Outlaws,690,665,25,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,390,385,413
S_18987_19,18987,19,1,11,05,10,48,,,42,24,55,84,22,,39,77,13,56,44,18,,30,0,,,,1,1,,Velodrome,Outlaws,665,648,17,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,415,410,430
S_18987_20,18987,20,1,10,48,10,44,,,42,24,55,84,22,,39,3,13,56,44,18,,30,0,,1,1,,,,Velodrome,Outlaws,648,644,4,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,432,427,434
S_18987_21,18987,21,1,10,44,10,13,,,70,24,55,84,22,,39,3,12,56,44,18,,30,0,1,,,1,,,Velodrome,Outlaws,644,613,31,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,436,431,465
S_18987_22,18987,22,1,10,13,9,33,,,70,24,61,84,22,,39,3,12,56,44,18,,30,0,,1,1,,,,Velodrome,Outlaws,613,573,40,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,467,462,505
S_18987_23,18987,23,1,9,33,9,09,,,70,24,61,91,22,,39,3,12,56,44,18,,30,0,1,,,,,1,Velodrome,Outlaws,573,549,24,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,507,502,529
S_18987_24,18987,24,1,9,09,9,05,,,70,24,61,91,22,,39,3,12,56,4,18,,30,0,,1,,,1,,Velodrome,Outlaws,549,545,4,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,531,526,533
S_18987_25,18987,25,1,9,05,8,52,,Away Goalie Stopped (after Home SOG),70,24,61,91,9,,39,3,80,89,4,18,,30,0,1,1,,,,,Velodrome,Outlaws,545,532,13,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,535,530,546
S_18987_26,18987,26,1,8,52,7,29,OtherFaceoff,,70,14,61,91,9,,39,91,80,89,4,25,,30,20,1,1,,,,,Velodrome,Outlaws,532,449,83,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,548,543,629
S_18987_27,18987,27,1,7,29,7,15,,,42,14,61,91,9,,39,91,80,89,4,25,,30,0,1,1,,,,,Velodrome,Outlaws,449,435,14,5,5,0,0,0,0,0,0,Full Strength,5v5,0,0,0,0,0,0,0,631,626,643
