event_index,Team,Player,X,Y,X2,Y2,X3,Y3,Distance,game_id,home_team,away_team
195,e,11,11.38,-27.93,-11.69,-29.39,,,23.12,18977,Velodrome,HollowBrook
194,e,11,11.62,-28.09,-9.85,-29.16,,,21.49,18977,Velodrome,HollowBrook
196,e,11,-11.62,-29.47,-25.08,-16.09,,,18.98,18977,Velodrome,HollowBrook
197,e,11,-24.92,-16.09,-67.31,-27.01,,,43.77,18977,Velodrome,HollowBrook
197,e,19,-8.62,4.45,-76.38,-8.01,,,68.91,18977,Velodrome,HollowBrook
197,o,87,-29.23,-21.70,-70.92,-20.78,,,41.70,18977,Velodrome,HollowBrook
197,o,22,-27.38,25.07,-79.15,-0.01,,,57.52,18977,Velodrome,HollowBrook
197,o,24,-21.38,-18.39,-64.31,-21.70,,,43.05,18977,Velodrome,HollowBrook
198,e,11,-69.31,-24.01,-97.23,25.14,,,56.53,18977,Velodrome,HollowBrook
198,o,87,-70.00,-20.63,,,,,28.04,18977,Velodrome,HollowBrook
199,e,18,-42.38,40.68,,,,,61.87,18977,Velodrome,HollowBrook
200,e,18,-42.46,40.76,-88.85,35.30,,,46.71,18977,Velodrome,HollowBrook
200,e,19,-88.38,34.61,,,,,34.61,18977,Velodrome,HollowBrook
200,o,42,-46.08,37.99,,,,,57.32,18977,Velodrome,HollowBrook
201,e,19,-87.85,34.76,-71.46,39.76,,,17.13,18977,Velodrome,HollowBrook
201,o,22,-90.77,30.61,-72.77,36.07,,,18.81,18977,Velodrome,HollowBrook
202,e,19,-71.92,40.30,-42.77,40.45,,,29.15,18977,Velodrome,HollowBrook
202,e,18,-40.46,39.53,,,,,62.60,18977,Velodrome,HollowBrook
202,o,22,-70.92,36.22,,,,,40.48,18977,Velodrome,HollowBrook
203,e,18,-34.00,36.99,-30.62,-19.78,,,56.87,18977,Velodrome,HollowBrook
203,e,2,-29.69,-19.55,,,,,62.45,18977,Velodrome,HollowBrook
204,e,2,-30.46,-20.09,-34.31,-39.32,,,19.61,18977,Velodrome,HollowBrook
205,e,2,-33.85,-39.24,-29.62,31.38,,,70.74,18977,Velodrome,HollowBrook
205,e,18,-29.85,31.68,,,,,67.10,18977,Velodrome,HollowBrook
205,o,42,-52.69,10.76,-30.46,12.76,,,22.32,18977,Velodrome,HollowBrook
206,e,18,-30.69,32.76,-40.23,38.91,,,11.35,18977,Velodrome,HollowBrook
207,e,42,-58.31,33.61,-97.69,2.99,,,49.88,18977,Velodrome,HollowBrook
207,o,19,-83.08,33.91,-75.23,25.76,,,11.32,18977,Velodrome,HollowBrook
207,o,40,-82.31,6.45,-93.77,2.76,,,12.04,18977,Velodrome,HollowBrook
208,e,42,-97.23,1.68,-71.92,-23.39,,,35.63,18977,Velodrome,HollowBrook
209,e,42,-72.15,-24.01,-25.00,-16.55,,,47.74,18977,Velodrome,HollowBrook
210,e,42,-24.69,-17.01,24.23,-26.24,,,49.79,18977,Velodrome,HollowBrook
211,e,42,23.46,-26.39,90.62,-15.16,,,68.09,18977,Velodrome,HollowBrook
208,o,40,-93.08,1.45,-75.85,-17.09,,,25.31,18977,Velodrome,HollowBrook
209,o,11,-16.15,-12.63,-50.15,-22.63,,,35.44,18977,Velodrome,HollowBrook
209,o,19,-72.85,7.38,-29.38,-14.93,,,48.85,18977,Velodrome,HollowBrook
210,o,19,-28.31,-15.01,24.38,-22.32,,,53.20,18977,Velodrome,HollowBrook
211,o,19,26.38,-21.93,87.92,-10.78,,,62.54,18977,Velodrome,HollowBrook
211,e,24,23.77,1.22,68.69,2.22,,,44.93,18977,Velodrome,HollowBrook
211,o,2,53.38,-14.78,74.92,-19.09,,,21.97,18977,Velodrome,HollowBrook
211,o,18,30.62,5.99,81.08,-0.47,,,50.87,18977,Velodrome,HollowBrook
212,e,42,90.08,-12.32,75.69,-0.32,,,18.73,18977,Velodrome,HollowBrook
213,e,42,90.15,-14.78,75.85,-0.70,,,20.07,18977,Velodrome,HollowBrook
213,e,24,56.38,9.76,71.54,9.91,,,15.15,18977,Velodrome,HollowBrook
212,e,24,57.54,9.61,70.85,10.45,,,13.33,18977,Velodrome,HollowBrook
212,o,19,88.15,-9.16,,,,,9.20,18977,Velodrome,HollowBrook
213,o,19,88.15,-8.86,,,,,8.90,18977,Velodrome,HollowBrook
213,o,18,77.54,-1.16,,,,,11.52,18977,Velodrome,HollowBrook
212,o,18,78.54,-1.47,,,,,10.56,18977,Velodrome,HollowBrook
